Cycle,Code,Role,Values
1,ISFP-A,Adventurer,"[26, 21, 46, 49, 56]"
2,ISFP-A,Adventurer,"[28, 20, 49, 49, 63]"
3,ISTP-A,Virtuoso,"[28, 20, 51, 47, 64]"
4,ISTP-A,Virtuoso,"[32, 27, 56, 47, 67]"
5,ISFP-A,Adventurer,"[29, 27, 49, 47, 63]"
6,ISTP-A,Virtuoso,"[25, 25, 53, 46, 60]"
7,ISTJ-A,Logistician,"[26, 22, 56, 51, 64]"
8,ISFP-A,Adventurer,"[22, 24, 47, 49, 57]"
9,ISTP-A,Virtuoso,"[24, 27, 53, 43, 60]"
10,ISFP-A,Adventurer,"[26, 28, 47, 47, 63]"
11,ISTP-A,Virtuoso,"[21, 21, 51, 46, 61]"
12,ISFJ-A,Defender,"[28, 20, 49, 54, 65]"
13,ISFP-A,Adventurer,"[32, 22, 47, 44, 58]"
14,ISTP-A,Virtuoso,"[21, 24, 57, 49, 65]"
15,ISTP-A,Virtuoso,"[29, 28, 51, 49, 69]"
16,ISFP-A,Adventurer,"[17, 24, 49, 40, 60]"
17,ISFP-A,Adventurer,"[28, 27, 46, 49, 65]"
18,ISFP-A,Adventurer,"[26, 27, 49, 49, 60]"
19,ISTJ-A,Logistician,"[22, 21, 51, 51, 63]"
20,ISTP-A,Virtuoso,"[24, 22, 51, 49, 63]"
