Cycle,Code,Role,Values
1,ISTJ-A,Logistician,"[21, 41, 79, 58, 74]"
2,ISTP-A,Virtuoso,"[22, 24, 83, 49, 68]"
3,ISTJ-A,Logistician,"[18, 28, 76, 57, 67]"
4,ISTJ-A,Logistician,"[19, 24, 82, 51, 65]"
5,ISTJ-A,Logistician,"[19, 36, 83, 53, 72]"
6,ISTJ-A,Logistician,"[22, 28, 78, 54, 65]"
7,ISTP-A,Virtuoso,"[25, 34, 78, 49, 67]"
8,ISTJ-A,Logistician,"[21, 34, 78, 57, 67]"
9,ISTJ-A,Logistician,"[24, 38, 78, 54, 72]"
10,ISTP-A,Virtuoso,"[29, 31, 72, 49, 72]"
11,ISTP-A,Virtuoso,"[26, 34, 81, 49, 71]"
12,ISTJ-A,Logistician,"[25, 35, 74, 53, 74]"
13,ISTJ-A,Logistician,"[22, 32, 75, 53, 67]"
14,ISTJ-A,Logistician,"[26, 43, 76, 56, 69]"
15,ISTJ-A,Logistician,"[28, 32, 74, 54, 67]"
16,ISTP-A,Virtuoso,"[26, 31, 75, 49, 65]"
17,ISTP-A,Virtuoso,"[17, 29, 82, 49, 72]"
18,ISTP-A,Virtuoso,"[22, 28, 82, 49, 63]"
19,ISTP-A,Virtuoso,"[28, 24, 81, 49, 68]"
20,ISTP-A,Virtuoso,"[22, 34, 78, 44, 65]"
