Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[17, 36, 79, 25, 67]"
2,ISTP-A,Virtuoso,"[22, 41, 76, 36, 65]"
3,ISTP-A,Virtuoso,"[24, 31, 76, 24, 65]"
4,ISTP-A,Virtuoso,"[22, 36, 81, 35, 64]"
5,ISTP-A,Virtuoso,"[19, 28, 76, 33, 63]"
6,ISTP-A,Virtuoso,"[15, 29, 81, 28, 64]"
7,ISTP-A,Virtuoso,"[14, 29, 76, 31, 65]"
8,ISTP-A,Virtuoso,"[19, 34, 79, 28, 67]"
9,ISTP-A,Virtuoso,"[18, 31, 68, 28, 69]"
10,ISTP-A,Virtuoso,"[15, 28, 79, 29, 64]"
11,ISTP-A,Virtuoso,"[22, 32, 82, 26, 67]"
12,ISTP-A,Virtuoso,"[19, 34, 78, 35, 64]"
13,ISTP-A,Virtuoso,"[21, 31, 75, 33, 68]"
14,ISTP-A,Virtuoso,"[19, 41, 81, 37, 64]"
15,ISTP-A,Virtuoso,"[17, 27, 81, 37, 68]"
16,ISTP-A,Virtuoso,"[18, 25, 78, 33, 64]"
17,ISTP-A,Virtuoso,"[15, 31, 81, 28, 61]"
18,ISTP-A,Virtuoso,"[17, 29, 85, 31, 67]"
19,ISTP-A,Virtuoso,"[18, 31, 82, 31, 65]"
20,ISTP-A,Virtuoso,"[17, 34, 78, 29, 65]"
