Cycle,Code,Role,Values
1,ISFP-A,Adventurer,"[36, 28, 37, 42, 67]"
2,ISFP-A,Adventurer,"[37, 34, 42, 43, 67]"
3,ISFP-A,Adventurer,"[37, 28, 36, 47, 63]"
4,ISFJ-A,Defender,"[37, 21, 33, 51, 64]"
5,ISFP-A,Adventurer,"[33, 24, 37, 32, 74]"
6,ISFP-A,Adventurer,"[36, 38, 39, 49, 65]"
7,ISFJ-A,Defender,"[43, 24, 39, 53, 71]"
8,ISFP-A,Adventurer,"[39, 25, 42, 37, 68]"
9,ISFP-A,Adventurer,"[37, 29, 42, 40, 67]"
10,ISFP-A,Adventurer,"[33, 20, 36, 43, 67]"
11,ISFP-A,Adventurer,"[33, 17, 35, 49, 71]"
12,ISFP-A,Adventurer,"[42, 17, 36, 36, 75]"
13,ISFP-A,Adventurer,"[36, 21, 37, 42, 68]"
14,ISFP-A,Adventurer,"[36, 34, 42, 44, 64]"
15,ISFJ-A,Defender,"[36, 25, 37, 51, 63]"
16,ISFP-A,Adventurer,"[49, 27, 40, 40, 57]"
17,ISFP-A,Adventurer,"[32, 22, 35, 46, 65]"
18,ISFP-A,Adventurer,"[40, 27, 37, 44, 65]"
19,ISFP-A,Adventurer,"[31, 28, 37, 49, 68]"
20,ISFP-A,Adventurer,"[42, 25, 47, 47, 67]"
