Cycle,Code,Role,Values
1,ESFP-A,Entertainer,"[51, 38, 43, 21, 61]"
2,ESFP-A,Entertainer,"[53, 42, 39, 21, 68]"
3,ESFP-A,Entertainer,"[53, 36, 46, 17, 58]"
4,ISFP-A,Adventurer,"[49, 36, 44, 17, 65]"
5,ESFP-A,Entertainer,"[57, 35, 35, 19, 60]"
6,ESFP-A,Entertainer,"[53, 46, 39, 15, 53]"
7,ISFP-A,Adventurer,"[47, 34, 36, 17, 63]"
8,ESFP-A,Entertainer,"[57, 27, 40, 18, 58]"
9,ISFP-A,Adventurer,"[49, 36, 44, 17, 60]"
10,ISFP-A,Adventurer,"[49, 41, 39, 18, 61]"
11,ISFP-A,Adventurer,"[47, 38, 44, 15, 53]"
12,ESFP-A,Entertainer,"[54, 41, 40, 14, 60]"
13,ISFP-A,Adventurer,"[43, 32, 37, 14, 57]"
14,ISFP-A,Adventurer,"[49, 31, 43, 18, 61]"
15,ESFP-A,Entertainer,"[57, 31, 39, 17, 63]"
16,ESFP-A,Entertainer,"[53, 38, 39, 18, 63]"
17,ISFP-A,Adventurer,"[49, 36, 37, 15, 63]"
18,ESFP-A,Entertainer,"[51, 35, 43, 18, 58]"
19,ISFP-A,Adventurer,"[42, 32, 36, 14, 57]"
20,ISFP-A,Adventurer,"[44, 38, 33, 17, 61]"
