Cycle,Code,Role,Values
1,ESFP-A,Entertainer,"[64, 29, 42, 8, 75]"
2,ESFP-A,Entertainer,"[65, 34, 44, 12, 71]"
3,ESFP-A,Entertainer,"[60, 34, 39, 17, 82]"
4,ESFP-A,Entertainer,"[61, 31, 49, 17, 74]"
5,ESFP-A,Entertainer,"[57, 32, 44, 15, 75]"
6,ESTP-A,Entrepreneur,"[64, 36, 51, 12, 71]"
7,ESFP-A,Entertainer,"[61, 27, 40, 14, 74]"
8,ESTP-A,Entrepreneur,"[56, 32, 51, 18, 69]"
9,ESTP-A,Entrepreneur,"[60, 35, 53, 8, 67]"
10,ESFP-A,Entertainer,"[64, 39, 49, 15, 75]"
11,ESFP-A,Entertainer,"[63, 31, 39, 18, 72]"
12,ESFP-A,Entertainer,"[54, 39, 47, 18, 74]"
13,ESFP-A,Entertainer,"[61, 38, 43, 15, 76]"
14,ESTP-A,Entrepreneur,"[61, 35, 51, 14, 69]"
15,ESFP-A,Entertainer,"[65, 45, 44, 11, 74]"
16,ESFP-A,Entertainer,"[61, 25, 39, 8, 69]"
17,ESFP-A,Entertainer,"[58, 29, 43, 15, 79]"
18,ESFP-A,Entertainer,"[63, 39, 49, 15, 78]"
19,ESTP-A,Entrepreneur,"[56, 34, 51, 11, 69]"
20,ESFP-A,Entertainer,"[61, 39, 42, 17, 71]"
