Cycle,Code,Role,Values
1,ESTJ-A,Executive,"[65, 24, 78, 56, 72]"
2,ESTJ-A,Executive,"[60, 24, 74, 69, 81]"
3,ESTJ-A,Executive,"[60, 25, 86, 56, 82]"
4,ESTJ-A,Executive,"[57, 25, 75, 67, 83]"
5,ESTJ-A,Executive,"[63, 22, 81, 58, 71]"
6,ESTP-A,Entrepreneur,"[63, 27, 67, 47, 83]"
7,ISTJ-A,Logistician,"[42, 31, 78, 58, 72]"
8,ESTP-A,Entrepreneur,"[58, 28, 81, 47, 69]"
9,ESTJ-A,Executive,"[61, 29, 82, 57, 75]"
10,ESTJ-A,Executive,"[60, 31, 79, 54, 78]"
11,ISTJ-A,Logistician,"[49, 21, 79, 57, 83]"
12,ESTJ-A,Executive,"[63, 29, 65, 51, 79]"
13,ESTP-A,Entrepreneur,"[60, 29, 82, 49, 78]"
14,ESTJ-A,Executive,"[67, 28, 81, 65, 83]"
15,ESTJ-A,Executive,"[53, 21, 69, 63, 82]"
16,ESTJ-A,Executive,"[57, 20, 82, 53, 79]"
17,ESTP-A,Entrepreneur,"[53, 16, 71, 49, 82]"
18,ESTJ-A,Executive,"[54, 28, 79, 56, 76]"
19,ESTJ-A,Executive,"[65, 25, 86, 56, 86]"
20,ESTJ-A,Executive,"[51, 32, 74, 68, 76]"
