Cycle,Code,Role,Values
1,ESFP-A,Entertainer,"[67, 32, 37, 6, 58]"
2,ESFP-A,Entertainer,"[69, 38, 47, 0, 71]"
3,ESFP-A,Entertainer,"[63, 38, 42, 0, 63]"
4,ESFP-A,Entertainer,"[69, 29, 40, 3, 67]"
5,ESFP-A,Entertainer,"[60, 35, 35, 1, 71]"
6,ESTP-A,Entrepreneur,"[63, 28, 54, 3, 60]"
7,ENFP-A,Campaigner,"[69, 51, 35, 7, 68]"
8,ESFP-A,Entertainer,"[61, 36, 40, 4, 65]"
9,ESFP-A,Entertainer,"[67, 27, 46, 3, 67]"
10,ESFP-A,Entertainer,"[64, 34, 40, 12, 67]"
11,ESFP-A,Entertainer,"[69, 32, 43, 3, 65]"
12,ESFP-A,Entertainer,"[60, 32, 42, 14, 60]"
13,ESFP-A,Entertainer,"[65, 36, 49, 1, 75]"
14,ESTP-A,Entrepreneur,"[65, 35, 53, 8, 65]"
15,ESFP-A,Entertainer,"[65, 31, 43, 0, 63]"
16,ESFP-A,Entertainer,"[61, 35, 49, 6, 65]"
17,ESFP-A,Entertainer,"[61, 31, 39, 1, 64]"
18,ESFP-A,Entertainer,"[63, 38, 49, 15, 74]"
19,ESFP-A,Entertainer,"[68, 29, 44, 6, 65]"
20,ESFP-A,Entertainer,"[67, 35, 42, 8, 58]"
