Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[14, 42, 72, 28, 68]"
2,ISTP-A,Virtuoso,"[17, 45, 83, 22, 61]"
3,ISTP-A,Virtuoso,"[6, 41, 72, 15, 63]"
4,ISTP-A,Virtuoso,"[4, 46, 67, 31, 64]"
5,ISTP-A,Virtuoso,"[11, 43, 83, 35, 71]"
6,ISTP-A,Virtuoso,"[10, 46, 85, 22, 74]"
7,ISTP-A,Virtuoso,"[10, 43, 72, 19, 65]"
8,ISTP-A,Virtuoso,"[8, 39, 69, 26, 65]"
9,ISTP-A,Virtuoso,"[6, 38, 81, 28, 69]"
10,ISTP-A,Virtuoso,"[14, 41, 82, 28, 78]"
11,ISTP-A,Virtuoso,"[12, 45, 79, 24, 61]"
12,ISTP-A,Virtuoso,"[15, 42, 64, 18, 64]"
13,ISTP-A,Virtuoso,"[8, 45, 79, 26, 60]"
14,ISTP-A,Virtuoso,"[10, 48, 78, 22, 56]"
15,ISTP-A,Virtuoso,"[7, 41, 74, 19, 65]"
16,ISTP-A,Virtuoso,"[8, 39, 88, 24, 65]"
17,ISTP-A,Virtuoso,"[10, 43, 75, 19, 57]"
18,ISTP-A,Virtuoso,"[14, 45, 75, 8, 64]"
19,ISTP-A,Virtuoso,"[12, 42, 75, 24, 68]"
20,ISTP-A,Virtuoso,"[7, 47, 78, 24, 67]"
