Cycle,Code,Role,Values
1,ISTJ-A,Logistician,"[10, 3, 61, 68, 72]"
2,ISTJ-A,Logistician,"[12, 0, 67, 67, 72]"
3,ISTJ-A,Logistician,"[10, 0, 74, 71, 79]"
4,ISTJ-A,Logistician,"[3, 6, 72, 68, 72]"
5,ISTJ-A,Logistician,"[3, 6, 68, 63, 74]"
6,ISTJ-A,Logistician,"[10, 4, 69, 67, 69]"
7,ISTJ-A,Logistician,"[4, 0, 63, 65, 82]"
8,ISTJ-A,Logistician,"[6, 3, 71, 61, 78]"
9,ISTJ-A,Logistician,"[11, 3, 71, 61, 78]"
10,ISTJ-A,Logistician,"[15, 3, 68, 57, 69]"
11,ISTJ-A,Logistician,"[6, 0, 72, 68, 72]"
12,ISTJ-A,Logistician,"[7, 2, 72, 67, 76]"
13,ISTJ-A,Logistician,"[10, 9, 67, 64, 69]"
14,ISTJ-A,Logistician,"[14, 6, 68, 67, 76]"
15,ISTJ-A,Logistician,"[11, 4, 72, 64, 69]"
16,ISTJ-A,Logistician,"[8, 0, 65, 69, 68]"
17,ISTJ-A,Logistician,"[6, 7, 64, 68, 78]"
18,ISTJ-A,Logistician,"[10, 0, 71, 61, 74]"
19,ISTJ-A,Logistician,"[7, 4, 69, 60, 69]"
20,ISTJ-A,Logistician,"[10, 4, 76, 68, 81]"
