Cycle,Code,Role,Values
1,ISFP-A,Adventurer,"[25, 41, 46, 36, 58]"
2,ISFP-A,Adventurer,"[7, 36, 36, 40, 60]"
3,ISFJ-T,Defender,"[22, 42, 32, 53, 49]"
4,ISFP-T,Adventurer,"[22, 41, 33, 40, 35]"
5,ISFP-A,Adventurer,"[32, 48, 29, 35, 56]"
6,ISFP-T,Adventurer,"[12, 41, 36, 42, 47]"
7,ISFP-A,Adventurer,"[31, 45, 33, 37, 57]"
8,ISFP-A,Adventurer,"[14, 39, 37, 31, 63]"
9,ISFP-A,Adventurer,"[11, 41, 36, 43, 65]"
10,ISFP-A,Adventurer,"[15, 45, 35, 33, 60]"
11,ISFP-A,Adventurer,"[22, 39, 40, 40, 56]"
12,INFP-A,Mediator,"[12, 51, 42, 33, 61]"
13,ISFP-A,Adventurer,"[14, 42, 31, 33, 53]"
14,ISFP-A,Adventurer,"[24, 45, 37, 22, 53]"
15,ISFP-T,Adventurer,"[18, 43, 37, 33, 49]"
16,ISFP-A,Adventurer,"[18, 41, 39, 35, 51]"
17,ISFP-A,Adventurer,"[12, 48, 42, 37, 58]"
18,ISFP-A,Adventurer,"[18, 45, 35, 31, 61]"
19,ISFP-A,Adventurer,"[29, 41, 31, 29, 61]"
20,ISFP-A,Adventurer,"[15, 41, 31, 28, 56]"
