Cycle,Code,Role,Values
1,ISFP-A,Adventurer,"[47, 25, 43, 49, 58]"
2,ISFJ-A,Defender,"[49, 35, 40, 54, 60]"
3,ESFJ-A,Consul,"[57, 35, 43, 71, 56]"
4,ESFJ-T,Consul,"[61, 36, 37, 60, 49]"
5,ISFP-A,Adventurer,"[47, 29, 44, 32, 64]"
6,ESFJ-T,Consul,"[58, 34, 36, 54, 47]"
7,ISFJ-A,Defender,"[47, 38, 33, 57, 56]"
8,ESFP-T,Entertainer,"[57, 34, 36, 49, 49]"
9,ESFJ-A,Consul,"[60, 35, 42, 57, 54]"
10,ESFJ-A,Consul,"[51, 31, 42, 63, 51]"
11,ESFP-A,Entertainer,"[53, 39, 37, 42, 51]"
12,ESFJ-A,Consul,"[54, 32, 37, 61, 51]"
13,ISFP-A,Adventurer,"[47, 31, 40, 47, 60]"
14,ISFP-A,Adventurer,"[49, 38, 40, 42, 58]"
15,ISFJ-T,Defender,"[49, 32, 40, 64, 49]"
16,ESFP-A,Entertainer,"[54, 43, 42, 49, 56]"
17,ESFJ-A,Consul,"[57, 31, 33, 53, 65]"
18,ISFJ-A,Defender,"[49, 38, 39, 64, 58]"
19,ESFJ-A,Consul,"[56, 43, 42, 60, 51]"
20,ESFJ-T,Consul,"[53, 42, 46, 53, 46]"
