Cycle,Code,Role,Values
1,ISFP-A,Adventurer,"[18, 45, 31, 14, 60]"
2,INFP-A,Mediator,"[18, 53, 29, 17, 57]"
3,ISFP-A,Adventurer,"[11, 45, 29, 12, 63]"
4,ISFP-A,Adventurer,"[8, 42, 32, 6, 61]"
5,INFP-A,Mediator,"[31, 51, 31, 7, 58]"
6,INFP-A,Mediator,"[28, 51, 32, 18, 58]"
7,INFP-A,Mediator,"[12, 56, 36, 22, 63]"
8,ISFP-A,Adventurer,"[26, 46, 33, 17, 61]"
9,ISFP-A,Adventurer,"[22, 42, 33, 12, 65]"
10,ISFP-A,Adventurer,"[32, 47, 37, 11, 61]"
11,ISFP-A,Adventurer,"[21, 46, 32, 8, 56]"
12,ISFP-A,Adventurer,"[21, 47, 32, 14, 65]"
13,INFP-A,Mediator,"[14, 51, 43, 8, 68]"
14,ISFP-A,Adventurer,"[15, 43, 40, 10, 63]"
15,ISFP-A,Adventurer,"[19, 48, 42, 11, 61]"
16,ISFP-A,Adventurer,"[14, 48, 43, 14, 58]"
17,INFP-T,Mediator,"[28, 54, 28, 21, 43]"
18,INFP-A,Mediator,"[35, 53, 39, 18, 51]"
19,ISFP-A,Adventurer,"[28, 46, 32, 21, 58]"
20,INFP-A,Mediator,"[12, 51, 32, 11, 57]"
