Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[0, 28, 78, 26, 65]"
2,ISTP-A,Virtuoso,"[11, 24, 68, 33, 79]"
3,ISTP-A,Virtuoso,"[11, 25, 76, 36, 81]"
4,ISTP-A,Virtuoso,"[7, 22, 76, 26, 72]"
5,ISTP-A,Virtuoso,"[14, 34, 75, 32, 68]"
6,ISTP-A,Virtuoso,"[8, 39, 74, 26, 78]"
7,ISTP-A,Virtuoso,"[10, 39, 72, 19, 75]"
8,ISTP-A,Virtuoso,"[21, 24, 81, 18, 65]"
9,ISTP-A,Virtuoso,"[8, 27, 78, 43, 75]"
10,ISTP-A,Virtuoso,"[12, 21, 76, 35, 74]"
11,ISTP-A,Virtuoso,"[8, 29, 76, 43, 81]"
12,ISTP-A,Virtuoso,"[6, 27, 82, 42, 78]"
13,ISTP-A,Virtuoso,"[14, 22, 82, 24, 72]"
14,ISTP-A,Virtuoso,"[4, 25, 82, 39, 82]"
15,ISTP-A,Virtuoso,"[12, 22, 74, 28, 78]"
16,ISTP-A,Virtuoso,"[11, 31, 68, 32, 71]"
17,ISTP-A,Virtuoso,"[8, 25, 75, 29, 76]"
18,ISTP-A,Virtuoso,"[8, 21, 85, 19, 67]"
19,ISTP-A,Virtuoso,"[6, 25, 89, 37, 67]"
20,ISTP-A,Virtuoso,"[18, 28, 69, 24, 65]"
