Cycle,Code,Role,Values
1,ENFP-T,Campaigner,"[63, 53, 40, 21, 46]"
2,ENFP-A,Campaigner,"[60, 52, 39, 19, 53]"
3,ESFP-A,Entertainer,"[58, 45, 42, 12, 60]"
4,ESFP-T,Entertainer,"[56, 48, 43, 15, 49]"
5,ESFP-T,Entertainer,"[57, 47, 36, 17, 49]"
6,ESFP-A,Entertainer,"[56, 45, 46, 18, 54]"
7,ESFP-T,Entertainer,"[61, 45, 40, 15, 49]"
8,ENFP-T,Campaigner,"[58, 56, 35, 7, 49]"
9,ESFP-A,Entertainer,"[58, 48, 39, 10, 56]"
10,ESFP-T,Entertainer,"[58, 42, 36, 21, 49]"
11,ESFP-A,Entertainer,"[53, 47, 40, 19, 54]"
12,ESFP-A,Entertainer,"[56, 43, 40, 14, 56]"
13,ESFP-A,Entertainer,"[58, 42, 44, 15, 54]"
14,ENFP-T,Campaigner,"[58, 53, 42, 18, 47]"
15,ESFP-T,Entertainer,"[67, 46, 43, 6, 49]"
16,ENFP-A,Campaigner,"[61, 54, 35, 12, 51]"
17,ESFP-A,Entertainer,"[58, 47, 39, 14, 54]"
18,INFP-T,Mediator,"[49, 60, 35, 12, 49]"
19,ESFP-T,Entertainer,"[56, 48, 39, 12, 47]"
20,INFP-T,Mediator,"[49, 53, 46, 18, 49]"
