Cycle,Code,Role,Values
1,ISFP-T,Adventurer,"[19, 46, 37, 21, 43]"
2,ISFP-T,Adventurer,"[31, 41, 35, 11, 46]"
3,ISFP-A,Adventurer,"[21, 41, 35, 18, 53]"
4,ISFP-T,Adventurer,"[11, 48, 37, 21, 46]"
5,ISFP-T,Adventurer,"[17, 48, 33, 11, 49]"
6,ISFP-A,Adventurer,"[21, 42, 31, 11, 53]"
7,INFP-T,Mediator,"[15, 52, 36, 8, 42]"
8,ISFP-T,Adventurer,"[18, 46, 31, 21, 49]"
9,ISFP-T,Adventurer,"[28, 47, 40, 17, 49]"
10,INFP-T,Mediator,"[22, 51, 33, 14, 42]"
11,ISFP-T,Adventurer,"[19, 48, 39, 15, 49]"
12,INFP-T,Mediator,"[8, 51, 39, 12, 44]"
13,ISFP-T,Adventurer,"[21, 48, 29, 21, 43]"
14,ISFP-T,Adventurer,"[25, 46, 35, 25, 49]"
15,ISFP-A,Adventurer,"[22, 45, 31, 11, 60]"
16,ISFP-A,Adventurer,"[15, 48, 31, 7, 58]"
17,INFP-T,Mediator,"[18, 52, 31, 19, 49]"
18,ISFP-T,Adventurer,"[15, 41, 36, 12, 49]"
19,ISFP-T,Adventurer,"[28, 45, 32, 17, 39]"
20,ISFP-T,Adventurer,"[22, 48, 31, 17, 49]"
