Cycle,Code,Role,Values
1,ISTJ-T,Logistician,"[24, 14, 68, 53, 49]"
2,ISTP-A,Virtuoso,"[18, 36, 74, 49, 57]"
3,ISTP-A,Virtuoso,"[29, 3, 79, 49, 54]"
4,ISTP-A,Virtuoso,"[26, 25, 65, 44, 58]"
5,ISTJ-A,Logistician,"[29, 17, 72, 53, 56]"
6,ISTJ-A,Logistician,"[25, 34, 63, 56, 56]"
7,ISTP-A,Virtuoso,"[29, 34, 74, 47, 69]"
8,ISTJ-A,Logistician,"[25, 28, 65, 56, 56]"
9,ISTP-A,Virtuoso,"[32, 14, 65, 49, 53]"
10,ISTP-A,Virtuoso,"[28, 22, 71, 49, 56]"
11,ISTJ-A,Logistician,"[31, 35, 63, 53, 58]"
12,ISTP-T,Virtuoso,"[25, 24, 72, 49, 49]"
13,ISTP-T,Virtuoso,"[29, 28, 64, 47, 47]"
14,ISTP-A,Virtuoso,"[35, 22, 63, 47, 61]"
15,ISTJ-T,Logistician,"[29, 31, 60, 53, 47]"
16,ISTJ-A,Logistician,"[24, 25, 60, 53, 54]"
17,ISTJ-A,Logistician,"[22, 17, 68, 53, 67]"
18,ISTP-A,Virtuoso,"[26, 28, 74, 49, 58]"
19,ISTJ-A,Logistician,"[18, 17, 68, 53, 67]"
20,ISTP-A,Virtuoso,"[15, 22, 54, 44, 58]"
