Cycle,Code,Role,Values
1,ISFP-A,Adventurer,"[46, 28, 47, 25, 64]"
2,ISFP-A,Adventurer,"[44, 31, 46, 31, 61]"
3,ISFP-A,Adventurer,"[42, 29, 44, 25, 53]"
4,ISTP-A,Virtuoso,"[36, 29, 53, 31, 58]"
5,ISTP-A,Virtuoso,"[33, 27, 53, 21, 56]"
6,ISFP-A,Adventurer,"[28, 17, 44, 24, 63]"
7,ISFP-A,Adventurer,"[39, 34, 46, 26, 58]"
8,ISFP-A,Adventurer,"[39, 39, 47, 17, 56]"
9,ISTP-A,Virtuoso,"[39, 45, 53, 28, 61]"
10,ISFP-A,Adventurer,"[40, 41, 44, 22, 67]"
11,ISTP-A,Virtuoso,"[42, 45, 53, 31, 60]"
12,ISFP-A,Adventurer,"[35, 25, 49, 19, 64]"
13,ISFP-A,Adventurer,"[44, 28, 43, 26, 64]"
14,ISTP-A,Virtuoso,"[33, 39, 51, 19, 56]"
15,ISFP-A,Adventurer,"[40, 42, 40, 21, 61]"
16,ISFP-A,Adventurer,"[42, 47, 47, 28, 64]"
17,ISFP-A,Adventurer,"[42, 36, 49, 18, 56]"
18,ISFP-A,Adventurer,"[47, 39, 46, 24, 56]"
19,ISFP-A,Adventurer,"[37, 41, 46, 29, 58]"
20,ESFP-A,Entertainer,"[53, 41, 49, 17, 61]"
