Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[32, 25, 74, 17, 64]"
2,ISTP-A,Virtuoso,"[31, 14, 71, 18, 56]"
3,ISTP-A,Virtuoso,"[12, 20, 74, 25, 56]"
4,ISTP-A,Virtuoso,"[26, 22, 79, 21, 64]"
5,ISTP-A,Virtuoso,"[18, 28, 83, 17, 58]"
6,ISTP-A,Virtuoso,"[28, 25, 72, 21, 58]"
7,ISTP-A,Virtuoso,"[12, 18, 74, 19, 67]"
8,ISTP-A,Virtuoso,"[22, 25, 74, 21, 61]"
9,ISTP-A,Virtuoso,"[18, 17, 89, 28, 65]"
10,ISTP-A,Virtuoso,"[33, 25, 82, 11, 61]"
11,ISTP-A,Virtuoso,"[26, 25, 88, 22, 60]"
12,ISTP-A,Virtuoso,"[10, 20, 79, 14, 61]"
13,ISTP-A,Virtuoso,"[7, 25, 93, 17, 61]"
14,ISTP-A,Virtuoso,"[19, 29, 79, 17, 64]"
15,ISTP-A,Virtuoso,"[21, 25, 85, 6, 58]"
16,ISTP-A,Virtuoso,"[36, 25, 86, 25, 64]"
17,ISTP-A,Virtuoso,"[18, 28, 100, 25, 57]"
18,ISTP-A,Virtuoso,"[28, 25, 72, 4, 58]"
19,ISTP-A,Virtuoso,"[24, 24, 90, 14, 60]"
20,ISTP-A,Virtuoso,"[25, 20, 99, 11, 64]"
