Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[25, 28, 97, 49, 72]"
2,ISTJ-A,Logistician,"[24, 29, 85, 58, 61]"
3,ISTP-A,Virtuoso,"[31, 32, 99, 49, 68]"
4,ISTJ-A,Logistician,"[19, 25, 94, 56, 60]"
5,ISTP-A,Virtuoso,"[19, 22, 96, 49, 63]"
6,ISTP-A,Virtuoso,"[8, 25, 97, 36, 67]"
7,ISTP-A,Virtuoso,"[19, 28, 85, 43, 71]"
8,ISTP-A,Virtuoso,"[15, 28, 88, 49, 72]"
9,ISTJ-A,Logistician,"[18, 25, 90, 51, 64]"
10,ISTP-A,Virtuoso,"[18, 28, 96, 49, 74]"
11,ISTJ-A,Logistician,"[11, 24, 88, 56, 68]"
12,ISTJ-A,Logistician,"[22, 16, 88, 56, 69]"
13,ISTJ-A,Logistician,"[14, 25, 88, 53, 67]"
14,ISTJ-A,Logistician,"[24, 32, 90, 53, 61]"
15,ISTP-A,Virtuoso,"[21, 25, 94, 49, 69]"
16,ISTP-A,Virtuoso,"[19, 25, 96, 49, 64]"
17,ISTJ-A,Logistician,"[22, 25, 85, 56, 67]"
18,ISTJ-A,Logistician,"[14, 17, 100, 58, 64]"
19,ISTJ-A,Logistician,"[17, 22, 93, 56, 60]"
20,ISTP-A,Virtuoso,"[21, 18, 86, 49, 61]"
