Cycle,Code,Role,Values
1,ISTJ-A,Logistician,"[31, 31, 72, 56, 64]"
2,ISTJ-A,Logistician,"[25, 22, 54, 58, 72]"
3,ISTJ-A,Logistician,"[31, 31, 69, 54, 69]"
4,ISTP-A,Virtuoso,"[22, 20, 56, 46, 67]"
5,ISTJ-A,Logistician,"[28, 17, 69, 53, 69]"
6,ISTJ-A,Logistician,"[36, 25, 61, 53, 67]"
7,ISTJ-A,Logistician,"[39, 25, 68, 56, 65]"
8,ISTJ-A,Logistician,"[36, 24, 64, 53, 72]"
9,ISTJ-A,Logistician,"[31, 25, 69, 60, 74]"
10,ISTJ-A,Logistician,"[31, 28, 64, 53, 75]"
11,ISTJ-A,Logistician,"[33, 31, 58, 53, 65]"
12,ISTJ-A,Logistician,"[39, 25, 61, 53, 72]"
13,ISTJ-A,Logistician,"[33, 28, 53, 60, 76]"
14,ISTJ-A,Logistician,"[39, 28, 56, 56, 69]"
15,ISTJ-A,Logistician,"[36, 25, 61, 53, 71]"
16,ISTJ-A,Logistician,"[31, 28, 64, 58, 64]"
17,ISTP-A,Virtuoso,"[25, 25, 57, 49, 61]"
18,ISTP-A,Virtuoso,"[42, 28, 54, 49, 67]"
19,ISTJ-A,Logistician,"[31, 25, 58, 64, 67]"
20,ISTP-A,Virtuoso,"[31, 28, 58, 44, 58]"
