Cycle,Code,Role,Values
1,ISTJ-A,Logistician,"[46, 31, 72, 58, 63]"
2,ESTP-A,Entrepreneur,"[61, 39, 64, 49, 67]"
3,ESTJ-A,Executive,"[53, 35, 81, 53, 63]"
4,ESTJ-A,Executive,"[56, 25, 67, 61, 69]"
5,ESTJ-A,Executive,"[58, 25, 78, 53, 72]"
6,ESTJ-A,Executive,"[51, 25, 72, 53, 61]"
7,ESTJ-A,Executive,"[53, 34, 64, 51, 64]"
8,ISTJ-A,Logistician,"[49, 28, 75, 57, 64]"
9,ESTJ-A,Executive,"[53, 36, 67, 56, 67]"
10,ISTP-A,Virtuoso,"[42, 31, 69, 47, 67]"
11,ESTJ-A,Executive,"[64, 20, 60, 56, 54]"
12,ESTP-A,Entrepreneur,"[61, 31, 61, 49, 53]"
13,ISTJ-A,Logistician,"[49, 31, 79, 58, 61]"
14,ESTJ-A,Executive,"[64, 14, 64, 51, 61]"
15,ESTP-A,Entrepreneur,"[57, 28, 69, 49, 67]"
16,ESTJ-A,Executive,"[53, 31, 71, 60, 57]"
17,ISTP-A,Virtuoso,"[49, 34, 85, 47, 61]"
18,ESTJ-A,Executive,"[51, 35, 81, 54, 64]"
19,ISTJ-A,Logistician,"[47, 36, 65, 53, 63]"
20,ISTJ-A,Logistician,"[49, 35, 69, 53, 60]"
