Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[31, 45, 72, 6, 53]"
2,ISTP-A,Virtuoso,"[39, 22, 69, 28, 61]"
3,ISTP-A,Virtuoso,"[49, 36, 72, 17, 61]"
4,ISTP-A,Virtuoso,"[36, 22, 69, 19, 67]"
5,ISTP-A,Virtuoso,"[39, 17, 69, 14, 67]"
6,ISTP-A,Virtuoso,"[36, 42, 69, 1, 56]"
7,ISTP-A,Virtuoso,"[39, 34, 72, 25, 69]"
8,ISTP-T,Virtuoso,"[28, 34, 67, 17, 49]"
9,ISTP-A,Virtuoso,"[25, 17, 81, 19, 53]"
10,ISTP-T,Virtuoso,"[42, 22, 78, 19, 47]"
11,INTP-A,Logician,"[42, 51, 64, 19, 58]"
12,ISTP-A,Virtuoso,"[33, 34, 72, 11, 61]"
13,ISTP-A,Virtuoso,"[36, 20, 61, 22, 61]"
14,ISTP-A,Virtuoso,"[36, 34, 78, 14, 64]"
15,ISTP-A,Virtuoso,"[31, 34, 78, 14, 61]"
16,ISTP-A,Virtuoso,"[42, 25, 78, 19, 61]"
17,ISTP-A,Virtuoso,"[33, 25, 81, 11, 61]"
18,ISTP-A,Virtuoso,"[36, 34, 72, 17, 53]"
19,ISTP-A,Virtuoso,"[39, 31, 67, 14, 53]"
20,ISTP-A,Virtuoso,"[36, 39, 75, 21, 58]"
