Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[28, 36, 83, 19, 58]"
2,ISTP-A,Virtuoso,"[36, 28, 72, 11, 61]"
3,ISTP-A,Virtuoso,"[33, 36, 83, 11, 58]"
4,ISTP-A,Virtuoso,"[39, 31, 56, 14, 53]"
5,ISTP-A,Virtuoso,"[31, 31, 81, 22, 58]"
6,ISTP-A,Virtuoso,"[33, 28, 72, 28, 58]"
7,ISTP-A,Virtuoso,"[28, 42, 75, 11, 56]"
8,ISTP-A,Virtuoso,"[36, 36, 67, 18, 61]"
9,ISTP-A,Virtuoso,"[39, 31, 78, 11, 61]"
10,ISTP-A,Virtuoso,"[42, 42, 83, 19, 56]"
11,ISTP-A,Virtuoso,"[33, 17, 69, 17, 61]"
12,ISTP-A,Virtuoso,"[39, 36, 69, 22, 64]"
13,ISTP-A,Virtuoso,"[33, 42, 72, 17, 64]"
14,ISTP-A,Virtuoso,"[19, 28, 61, 14, 58]"
15,ISTP-A,Virtuoso,"[36, 11, 72, 11, 61]"
16,ISTP-A,Virtuoso,"[33, 17, 78, 11, 64]"
17,ISTP-A,Virtuoso,"[39, 17, 81, 19, 58]"
18,ISTP-A,Virtuoso,"[25, 36, 81, 22, 56]"
19,ISTP-A,Virtuoso,"[31, 34, 69, 11, 56]"
20,ISTP-A,Virtuoso,"[49, 17, 64, 8, 53]"
