Cycle,Code,Role,Values
1,ESTP-A,Entrepreneur,"[56, 35, 75, 11, 67]"
2,ISTP-A,Virtuoso,"[49, 32, 75, 17, 65]"
3,ISTP-A,Virtuoso,"[40, 31, 64, 0, 67]"
4,ISTP-A,Virtuoso,"[49, 22, 71, 18, 81]"
5,ISTP-A,Virtuoso,"[46, 28, 71, 15, 64]"
6,ESTP-A,Entrepreneur,"[53, 20, 65, 19, 69]"
7,ESTP-A,Entrepreneur,"[53, 36, 72, 28, 64]"
8,ISTP-T,Virtuoso,"[44, 34, 72, 4, 49]"
9,ESTP-A,Entrepreneur,"[53, 31, 69, 6, 61]"
10,ISTP-A,Virtuoso,"[36, 36, 81, 22, 67]"
11,ISTP-A,Virtuoso,"[42, 17, 64, 11, 65]"
12,ISTP-A,Virtuoso,"[42, 20, 64, 11, 60]"
13,ISTP-A,Virtuoso,"[47, 34, 75, 15, 72]"
14,ISTP-A,Virtuoso,"[36, 22, 53, 6, 58]"
15,ISTP-A,Virtuoso,"[47, 25, 72, 0, 56]"
16,ISTP-A,Virtuoso,"[49, 32, 79, 7, 58]"
17,ISTP-A,Virtuoso,"[49, 32, 72, 19, 68]"
18,ESTP-A,Entrepreneur,"[53, 28, 75, 8, 69]"
19,ESTP-A,Entrepreneur,"[56, 17, 69, 3, 71]"
20,ESTP-A,Entrepreneur,"[53, 20, 69, 14, 65]"
