Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[47, 27, 89, 47, 71]"
2,ISTJ-A,Logistician,"[46, 29, 82, 56, 78]"
3,ISTJ-A,Logistician,"[44, 22, 81, 64, 81]"
4,ESTJ-A,Executive,"[53, 25, 82, 61, 71]"
5,ISTJ-A,Logistician,"[39, 28, 90, 53, 69]"
6,ISTJ-A,Logistician,"[44, 29, 82, 54, 67]"
7,ISTP-A,Virtuoso,"[36, 25, 90, 49, 81]"
8,ISTJ-A,Logistician,"[42, 17, 78, 58, 74]"
9,ISTJ-A,Logistician,"[47, 24, 74, 56, 71]"
10,ISTJ-A,Logistician,"[36, 24, 82, 58, 72]"
11,ISTJ-A,Logistician,"[40, 29, 81, 58, 72]"
12,ISTJ-A,Logistician,"[40, 22, 79, 61, 74]"
13,ISTJ-A,Logistician,"[35, 22, 83, 58, 72]"
14,ISTJ-A,Logistician,"[36, 27, 90, 58, 65]"
15,ISTJ-A,Logistician,"[29, 28, 94, 58, 68]"
16,ISTJ-A,Logistician,"[47, 25, 85, 57, 61]"
17,ISTJ-A,Logistician,"[46, 27, 88, 56, 69]"
18,ISTJ-A,Logistician,"[40, 31, 93, 64, 72]"
19,ISTJ-A,Logistician,"[36, 28, 94, 51, 64]"
20,ISTP-A,Virtuoso,"[40, 29, 82, 49, 71]"
