Cycle,Code,Role,Values
1,ISFP-T,Adventurer,"[29, 39, 49, 32, 46]"
2,ISFP-A,Adventurer,"[28, 35, 42, 35, 51]"
3,ISFP-T,Adventurer,"[25, 34, 35, 43, 47]"
4,ISFP-T,Adventurer,"[26, 41, 40, 40, 46]"
5,ISTJ-A,Logistician,"[17, 32, 53, 51, 57]"
6,ISFP-A,Adventurer,"[29, 41, 43, 49, 53]"
7,ISFP-T,Adventurer,"[25, 46, 39, 32, 49]"
8,ISFJ-A,Defender,"[29, 38, 40, 51, 58]"
9,ISFP-T,Adventurer,"[33, 35, 36, 43, 49]"
10,ISFP-A,Adventurer,"[24, 39, 47, 37, 54]"
11,ISFP-A,Adventurer,"[31, 41, 46, 36, 57]"
12,ISTP-A,Virtuoso,"[26, 38, 51, 39, 63]"
13,ISFP-A,Adventurer,"[24, 39, 44, 43, 57]"
14,ISFP-A,Adventurer,"[24, 39, 44, 40, 53]"
15,ISFP-T,Adventurer,"[22, 42, 44, 36, 46]"
16,ISFP-T,Adventurer,"[22, 36, 36, 33, 43]"
17,ISFP-A,Adventurer,"[22, 43, 44, 44, 51]"
18,ISFP-T,Adventurer,"[26, 38, 47, 39, 49]"
19,ISFP-T,Adventurer,"[22, 36, 44, 49, 49]"
20,ISFP-A,Adventurer,"[26, 35, 49, 33, 53]"
