Cycle,Code,Role,Values
1,ESFP-A,Entertainer,"[60, 27, 44, 12, 69]"
2,ESFP-A,Entertainer,"[60, 28, 43, 10, 67]"
3,ESFP-A,Entertainer,"[63, 29, 49, 14, 79]"
4,ESFP-A,Entertainer,"[61, 31, 49, 10, 68]"
5,ESFP-A,Entertainer,"[65, 32, 49, 10, 68]"
6,ESFP-A,Entertainer,"[60, 38, 47, 11, 74]"
7,ESFP-A,Entertainer,"[61, 35, 47, 10, 69]"
8,ESFP-A,Entertainer,"[63, 36, 46, 17, 67]"
9,ESFP-A,Entertainer,"[61, 29, 46, 4, 69]"
10,ESFP-A,Entertainer,"[68, 35, 44, 15, 71]"
11,ESFP-A,Entertainer,"[60, 29, 40, 11, 71]"
12,ESFP-A,Entertainer,"[57, 31, 49, 15, 56]"
13,ESFP-A,Entertainer,"[63, 36, 47, 14, 74]"
14,ESFP-A,Entertainer,"[67, 31, 42, 11, 64]"
15,ESFP-A,Entertainer,"[64, 36, 43, 15, 67]"
16,ESFP-A,Entertainer,"[58, 35, 39, 8, 71]"
17,ESTP-A,Entrepreneur,"[57, 39, 53, 11, 69]"
18,ESFP-A,Entertainer,"[63, 22, 47, 12, 65]"
19,ESFP-A,Entertainer,"[61, 42, 44, 14, 69]"
20,ESFP-A,Entertainer,"[65, 35, 40, 17, 64]"
