Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[43, 34, 54, 37, 57]"
2,ISFP-A,Adventurer,"[44, 29, 49, 42, 56]"
3,ISFP-A,Adventurer,"[47, 38, 47, 39, 60]"
4,ISTP-A,Virtuoso,"[43, 32, 60, 44, 63]"
5,ISFP-A,Adventurer,"[42, 35, 43, 43, 56]"
6,ISTP-A,Virtuoso,"[46, 38, 51, 39, 60]"
7,ISTP-A,Virtuoso,"[43, 41, 54, 49, 57]"
8,ISFP-A,Adventurer,"[42, 31, 43, 36, 58]"
9,ISTP-A,Virtuoso,"[40, 36, 51, 36, 57]"
10,ISTP-A,Virtuoso,"[44, 39, 51, 40, 67]"
11,ISTP-A,Virtuoso,"[37, 36, 51, 40, 64]"
12,ISTP-T,Virtuoso,"[46, 39, 56, 40, 49]"
13,ISFP-A,Adventurer,"[40, 27, 47, 35, 54]"
14,ISTP-A,Virtuoso,"[43, 32, 54, 42, 57]"
15,ISTJ-A,Logistician,"[46, 45, 53, 51, 53]"
16,ISTP-A,Virtuoso,"[40, 36, 56, 36, 53]"
17,ISFP-A,Adventurer,"[40, 36, 46, 44, 63]"
18,ISFP-A,Adventurer,"[47, 43, 43, 36, 61]"
19,ISTP-A,Virtuoso,"[46, 34, 53, 39, 67]"
20,ISFP-A,Adventurer,"[42, 32, 42, 33, 56]"
