Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[15, 46, 81, 33, 58]"
2,ISTP-A,Virtuoso,"[15, 41, 83, 26, 58]"
3,ISTP-A,Virtuoso,"[11, 46, 75, 28, 57]"
4,ISTP-A,Virtuoso,"[8, 42, 83, 26, 61]"
5,ISTP-A,Virtuoso,"[18, 38, 76, 35, 56]"
6,ISTP-A,Virtuoso,"[14, 46, 79, 26, 61]"
7,ISTP-A,Virtuoso,"[8, 42, 82, 37, 64]"
8,ISTP-T,Virtuoso,"[12, 39, 86, 29, 49]"
9,ISTP-A,Virtuoso,"[21, 48, 82, 25, 63]"
10,ISTP-A,Virtuoso,"[18, 42, 72, 31, 60]"
11,ISTP-A,Virtuoso,"[4, 43, 78, 33, 58]"
12,ISTP-A,Virtuoso,"[11, 39, 79, 28, 69]"
13,ISTP-A,Virtuoso,"[12, 42, 81, 28, 69]"
14,ISTP-T,Virtuoso,"[10, 45, 81, 25, 49]"
15,ISTP-A,Virtuoso,"[14, 45, 78, 29, 54]"
16,ISTP-A,Virtuoso,"[11, 39, 78, 24, 57]"
17,ISTP-A,Virtuoso,"[8, 39, 79, 31, 60]"
18,ISTP-A,Virtuoso,"[7, 38, 83, 37, 58]"
19,ISTP-A,Virtuoso,"[8, 42, 76, 25, 56]"
20,ISTP-A,Virtuoso,"[10, 36, 72, 31, 61]"
