Cycle,Code,Role,Values
1,ISFJ-A,Defender,"[24, 17, 43, 56, 56]"
2,ISFP-A,Adventurer,"[22, 27, 42, 49, 54]"
3,ISFP-A,Adventurer,"[15, 24, 47, 47, 54]"
4,ISFJ-A,Defender,"[29, 24, 49, 51, 54]"
5,ISFP-A,Adventurer,"[25, 24, 47, 47, 64]"
6,ISFP-A,Adventurer,"[24, 25, 47, 49, 54]"
7,ISFP-A,Adventurer,"[22, 22, 42, 49, 57]"
8,ISFP-A,Adventurer,"[25, 24, 40, 46, 56]"
9,ISFP-A,Adventurer,"[24, 21, 49, 47, 60]"
10,ISFP-A,Adventurer,"[21, 24, 42, 46, 53]"
11,ISTJ-A,Logistician,"[19, 20, 54, 53, 60]"
12,ISFJ-A,Defender,"[19, 21, 47, 51, 60]"
13,ISFJ-A,Defender,"[19, 20, 46, 54, 51]"
14,ISFJ-A,Defender,"[28, 21, 44, 54, 56]"
15,ISTP-A,Virtuoso,"[18, 24, 51, 46, 60]"
16,ISFP-A,Adventurer,"[21, 14, 43, 49, 61]"
17,ISFP-A,Adventurer,"[18, 16, 46, 47, 58]"
18,ISFP-A,Adventurer,"[22, 18, 47, 49, 57]"
19,ISFJ-A,Defender,"[22, 22, 43, 54, 53]"
20,ISFP-A,Adventurer,"[26, 20, 49, 49, 56]"
