Cycle,Code,Role,Values
1,ISFP-T,Adventurer,"[22, 35, 33, 24, 49]"
2,ISFP-T,Adventurer,"[17, 41, 33, 22, 46]"
3,ISFP-T,Adventurer,"[18, 38, 35, 19, 39]"
4,ISFP-T,Adventurer,"[22, 45, 46, 24, 49]"
5,ISFP-A,Adventurer,"[22, 46, 32, 22, 51]"
6,ISFP-T,Adventurer,"[12, 38, 40, 29, 42]"
7,ISFP-T,Adventurer,"[19, 38, 44, 29, 43]"
8,ISFP-T,Adventurer,"[14, 43, 37, 22, 39]"
9,ISFP-A,Adventurer,"[19, 47, 35, 22, 53]"
10,ISFP-A,Adventurer,"[24, 42, 33, 33, 51]"
11,ISFP-T,Adventurer,"[21, 41, 35, 24, 49]"
12,ISFP-A,Adventurer,"[17, 43, 32, 26, 53]"
13,ISFP-T,Adventurer,"[26, 38, 36, 35, 47]"
14,ISFP-T,Adventurer,"[15, 47, 46, 36, 46]"
15,ISFP-T,Adventurer,"[18, 43, 37, 31, 49]"
16,ISFP-T,Adventurer,"[25, 43, 36, 33, 46]"
17,ISFP-A,Adventurer,"[24, 41, 37, 28, 53]"
18,ISFP-T,Adventurer,"[15, 39, 33, 21, 46]"
19,ISFP-T,Adventurer,"[21, 47, 32, 19, 49]"
20,ISFP-T,Adventurer,"[24, 41, 35, 19, 49]"
