Cycle,Code,Role,Values
1,ISTJ-A,Logistician,"[37, 0, 68, 51, 74]"
2,ISTJ-A,Logistician,"[40, 7, 72, 51, 72]"
3,ISTJ-A,Logistician,"[39, 11, 68, 57, 69]"
4,ISTJ-A,Logistician,"[44, 2, 76, 56, 72]"
5,ISTJ-A,Logistician,"[46, 7, 72, 56, 69]"
6,ISTJ-A,Logistician,"[36, 2, 71, 64, 65]"
7,ISTJ-A,Logistician,"[43, 9, 65, 54, 76]"
8,ISTJ-A,Logistician,"[33, 4, 76, 54, 68]"
9,ISTP-A,Virtuoso,"[42, 9, 67, 49, 65]"
10,ISTJ-A,Logistician,"[35, 4, 76, 51, 75]"
11,ISTJ-A,Logistician,"[46, 13, 79, 53, 72]"
12,ISTJ-A,Logistician,"[47, 2, 71, 57, 74]"
13,ISTJ-A,Logistician,"[47, 7, 64, 51, 72]"
14,ISTP-A,Virtuoso,"[39, 3, 72, 47, 65]"
15,ISTJ-A,Logistician,"[44, 4, 72, 56, 65]"
16,ISTJ-A,Logistician,"[46, 10, 67, 54, 69]"
17,ISTJ-A,Logistician,"[49, 7, 75, 51, 79]"
18,ISTJ-A,Logistician,"[39, 2, 74, 54, 71]"
19,ISTJ-A,Logistician,"[36, 6, 76, 54, 78]"
20,ISTJ-A,Logistician,"[44, 3, 69, 57, 63]"
