Cycle,Code,Role,Values
1,ISFP-A,Adventurer,"[31, 35, 49, 17, 57]"
2,ISFP-A,Adventurer,"[33, 41, 44, 15, 57]"
3,ISFP-T,Adventurer,"[31, 41, 49, 18, 49]"
4,ISFP-A,Adventurer,"[37, 41, 47, 17, 56]"
5,ISFP-T,Adventurer,"[36, 41, 46, 19, 49]"
6,ISFP-A,Adventurer,"[35, 41, 46, 14, 54]"
7,ISFP-A,Adventurer,"[33, 42, 40, 24, 51]"
8,ISFP-A,Adventurer,"[33, 38, 43, 15, 53]"
9,ISTP-A,Virtuoso,"[29, 31, 51, 18, 57]"
10,ISFP-T,Adventurer,"[40, 36, 40, 14, 49]"
11,ISFP-A,Adventurer,"[33, 45, 40, 21, 63]"
12,ISFP-A,Adventurer,"[35, 38, 37, 17, 51]"
13,ISFP-A,Adventurer,"[32, 39, 46, 6, 51]"
14,ISFP-A,Adventurer,"[35, 39, 36, 14, 58]"
15,ISFP-A,Adventurer,"[25, 34, 47, 11, 53]"
16,ISFP-A,Adventurer,"[36, 39, 42, 14, 51]"
17,ISFP-A,Adventurer,"[33, 45, 43, 14, 63]"
18,ISFP-A,Adventurer,"[35, 46, 49, 15, 54]"
19,ISTP-A,Virtuoso,"[32, 45, 56, 17, 60]"
20,ISFP-A,Adventurer,"[37, 43, 43, 19, 53]"
