Cycle,Code,Role,Values
1,ISTJ-A,Logistician,"[42, 7, 61, 56, 76]"
2,ISTP-A,Virtuoso,"[42, 9, 67, 49, 69]"
3,ISTJ-A,Logistician,"[40, 4, 69, 56, 78]"
4,ISTJ-A,Logistician,"[43, 3, 69, 53, 74]"
5,ISTJ-A,Logistician,"[32, 3, 78, 54, 82]"
6,ISTJ-A,Logistician,"[42, 9, 69, 57, 75]"
7,ISTJ-A,Logistician,"[37, 3, 72, 54, 76]"
8,ISTJ-A,Logistician,"[42, 6, 67, 53, 61]"
9,ISTP-A,Virtuoso,"[39, 10, 76, 49, 72]"
10,ISTJ-A,Logistician,"[42, 0, 67, 51, 76]"
11,ISTJ-A,Logistician,"[46, 2, 67, 58, 67]"
12,ISTJ-A,Logistician,"[36, 9, 75, 56, 67]"
13,ISTP-A,Virtuoso,"[37, 3, 67, 49, 72]"
14,ISTP-A,Virtuoso,"[42, 4, 68, 49, 67]"
15,ISTJ-A,Logistician,"[40, 6, 69, 63, 74]"
16,ISTJ-A,Logistician,"[43, 7, 68, 53, 79]"
17,ISTJ-A,Logistician,"[43, 6, 75, 58, 76]"
18,ISTJ-A,Logistician,"[43, 3, 69, 57, 71]"
19,ISTJ-A,Logistician,"[40, 6, 68, 51, 75]"
20,ISTJ-A,Logistician,"[44, 4, 67, 53, 67]"
