Cycle,Code,Role,Values
1,ESTP-A,Entrepreneur,"[60, 21, 68, 12, 71]"
2,ISTP-A,Virtuoso,"[49, 27, 75, 11, 68]"
3,ESTP-A,Entrepreneur,"[56, 28, 69, 11, 63]"
4,ISTP-A,Virtuoso,"[49, 21, 72, 11, 79]"
5,ESTP-A,Entrepreneur,"[51, 20, 76, 15, 68]"
6,ISTP-A,Virtuoso,"[49, 16, 68, 14, 67]"
7,ESTP-A,Entrepreneur,"[56, 14, 71, 19, 71]"
8,ISTP-A,Virtuoso,"[49, 16, 68, 21, 67]"
9,ISTP-A,Virtuoso,"[49, 28, 64, 11, 72]"
10,ESTP-A,Entrepreneur,"[53, 24, 69, 15, 65]"
11,ESTP-A,Entrepreneur,"[56, 22, 71, 11, 75]"
12,ESTP-A,Entrepreneur,"[58, 27, 75, 12, 67]"
13,ISTP-A,Virtuoso,"[46, 31, 75, 11, 65]"
14,ESTP-A,Entrepreneur,"[63, 25, 79, 8, 74]"
15,ISTP-A,Virtuoso,"[49, 25, 74, 12, 78]"
16,ESTP-A,Entrepreneur,"[54, 32, 82, 11, 69]"
17,ESTP-A,Entrepreneur,"[64, 27, 71, 11, 68]"
18,ESTP-A,Entrepreneur,"[56, 16, 64, 11, 72]"
19,ESTP-A,Entrepreneur,"[56, 21, 75, 7, 69]"
20,ISTP-A,Virtuoso,"[44, 21, 74, 11, 72]"
