Cycle,Code,Role,Values
1,ISFP-A,Adventurer,"[47, 25, 33, 43, 68]"
2,ISFP-A,Adventurer,"[46, 41, 37, 32, 67]"
3,ISFP-A,Adventurer,"[42, 42, 39, 36, 65]"
4,ISFP-A,Adventurer,"[42, 42, 42, 35, 60]"
5,ISFP-A,Adventurer,"[44, 39, 37, 44, 64]"
6,ISFP-A,Adventurer,"[36, 35, 36, 32, 64]"
7,ISFP-A,Adventurer,"[42, 28, 37, 39, 65]"
8,ISFP-A,Adventurer,"[43, 38, 37, 37, 64]"
9,ISFP-A,Adventurer,"[42, 34, 35, 42, 71]"
10,ISFP-A,Adventurer,"[49, 36, 37, 35, 54]"
11,ISFP-A,Adventurer,"[40, 27, 32, 44, 65]"
12,ISFP-A,Adventurer,"[49, 34, 37, 46, 68]"
13,ESFP-A,Entertainer,"[53, 34, 37, 44, 63]"
14,ISFP-A,Adventurer,"[46, 29, 40, 46, 72]"
15,ISFP-A,Adventurer,"[40, 47, 40, 37, 61]"
16,ISFP-A,Adventurer,"[47, 24, 35, 43, 63]"
17,ISFP-A,Adventurer,"[44, 41, 36, 39, 64]"
18,ISFJ-A,Defender,"[43, 39, 37, 51, 65]"
19,ISFP-A,Adventurer,"[39, 31, 36, 37, 68]"
20,ISFP-A,Adventurer,"[42, 43, 40, 43, 63]"
