Cycle,Code,Role,Values
1,ESTP-A,Entrepreneur,"[65, 41, 68, 14, 86]"
2,ESTP-A,Entrepreneur,"[57, 41, 72, 21, 79]"
3,ESTP-A,Entrepreneur,"[53, 36, 74, 15, 81]"
4,ESTP-A,Entrepreneur,"[57, 36, 72, 19, 78]"
5,ESTP-A,Entrepreneur,"[56, 42, 75, 18, 71]"
6,ESTP-A,Entrepreneur,"[61, 41, 67, 19, 78]"
7,ISTP-A,Virtuoso,"[49, 41, 69, 21, 69]"
8,ESTP-A,Entrepreneur,"[63, 43, 72, 19, 76]"
9,ESTP-A,Entrepreneur,"[57, 34, 78, 18, 76]"
10,ESTP-A,Entrepreneur,"[63, 36, 76, 21, 78]"
11,ESTP-A,Entrepreneur,"[53, 34, 68, 24, 72]"
12,ESTP-A,Entrepreneur,"[58, 31, 74, 15, 69]"
13,ESTP-A,Entrepreneur,"[68, 36, 75, 15, 69]"
14,ESTP-A,Entrepreneur,"[51, 39, 68, 14, 74]"
15,ESTP-A,Entrepreneur,"[61, 36, 71, 15, 75]"
16,ESTP-A,Entrepreneur,"[61, 39, 67, 21, 79]"
17,ESTP-A,Entrepreneur,"[67, 36, 71, 18, 76]"
18,ESTP-A,Entrepreneur,"[51, 42, 74, 19, 79]"
19,ESTP-A,Entrepreneur,"[60, 28, 69, 22, 75]"
20,ISTP-A,Virtuoso,"[49, 45, 74, 15, 82]"
