Cycle,Code,Role,Values
1,ESFP-A,Entertainer,"[64, 38, 39, 19, 74]"
2,ESFP-A,Entertainer,"[57, 31, 37, 15, 69]"
3,ESFP-A,Entertainer,"[61, 32, 44, 14, 69]"
4,ESFP-A,Entertainer,"[60, 38, 42, 14, 67]"
5,ESFP-A,Entertainer,"[56, 31, 46, 18, 67]"
6,ESFP-A,Entertainer,"[58, 36, 31, 15, 72]"
7,ESFP-A,Entertainer,"[63, 32, 42, 18, 68]"
8,ESFP-A,Entertainer,"[67, 36, 49, 21, 65]"
9,ESFP-A,Entertainer,"[67, 38, 43, 15, 63]"
10,ESFP-A,Entertainer,"[54, 42, 42, 25, 58]"
11,ESFP-A,Entertainer,"[57, 38, 47, 14, 68]"
12,ESFP-A,Entertainer,"[56, 36, 42, 21, 71]"
13,ESFP-A,Entertainer,"[67, 39, 39, 15, 67]"
14,ESFP-A,Entertainer,"[65, 39, 42, 17, 63]"
15,ESFP-A,Entertainer,"[56, 46, 37, 17, 64]"
16,ESFP-A,Entertainer,"[58, 34, 49, 22, 64]"
17,ESFP-A,Entertainer,"[58, 35, 39, 19, 64]"
18,ESFP-A,Entertainer,"[68, 36, 39, 14, 69]"
19,ESFP-A,Entertainer,"[69, 46, 39, 21, 67]"
20,ESTP-A,Entrepreneur,"[67, 39, 56, 15, 68]"
