Cycle,Code,Role,Values
1,ISFJ-A,Defender,"[33, 28, 44, 60, 58]"
2,ISFJ-A,Defender,"[29, 28, 37, 63, 64]"
3,ISTJ-A,Logistician,"[32, 27, 53, 68, 76]"
4,ISFJ-A,Defender,"[35, 27, 46, 60, 67]"
5,ISTJ-A,Logistician,"[31, 22, 51, 61, 63]"
6,ISFJ-A,Defender,"[26, 28, 44, 69, 65]"
7,ISFJ-A,Defender,"[31, 28, 44, 67, 67]"
8,ISFJ-A,Defender,"[25, 21, 49, 67, 58]"
9,ISFJ-A,Defender,"[28, 27, 49, 54, 76]"
10,ISTJ-A,Logistician,"[29, 24, 54, 65, 67]"
11,ISFJ-A,Defender,"[28, 25, 49, 64, 71]"
12,ISFJ-A,Defender,"[32, 25, 43, 71, 67]"
13,ISFJ-A,Defender,"[29, 27, 47, 57, 71]"
14,ISFJ-A,Defender,"[31, 22, 43, 67, 63]"
15,ISTJ-A,Logistician,"[32, 25, 56, 60, 68]"
16,ISTJ-A,Logistician,"[25, 22, 54, 68, 63]"
17,ISTJ-A,Logistician,"[25, 18, 60, 71, 68]"
18,ISFJ-A,Defender,"[33, 22, 44, 64, 68]"
19,ISTJ-A,Logistician,"[25, 24, 54, 75, 71]"
20,ISFJ-A,Defender,"[31, 29, 43, 65, 74]"
