Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[44, 47, 75, 17, 69]"
2,ISTP-A,Virtuoso,"[47, 32, 69, 18, 71]"
3,ISTP-A,Virtuoso,"[44, 43, 74, 15, 71]"
4,ESTP-A,Entrepreneur,"[57, 39, 69, 12, 69]"
5,ENTP-A,Debater,"[54, 51, 68, 19, 75]"
6,ISTP-A,Virtuoso,"[35, 41, 81, 10, 69]"
7,ESTP-A,Entrepreneur,"[51, 39, 82, 21, 64]"
8,ISTP-A,Virtuoso,"[40, 43, 68, 19, 71]"
9,ISTP-A,Virtuoso,"[40, 36, 81, 17, 68]"
10,ESTP-A,Entrepreneur,"[54, 39, 76, 21, 58]"
11,ESTP-A,Entrepreneur,"[60, 42, 69, 19, 72]"
12,ESTP-A,Entrepreneur,"[54, 39, 81, 19, 67]"
13,ESTP-A,Entrepreneur,"[51, 47, 71, 22, 69]"
14,ISTP-A,Virtuoso,"[49, 36, 68, 15, 68]"
15,ESTP-A,Entrepreneur,"[53, 28, 72, 17, 67]"
16,ISTP-A,Virtuoso,"[37, 41, 79, 21, 68]"
17,ISTP-A,Virtuoso,"[44, 36, 76, 18, 72]"
18,INTP-A,Logician,"[49, 52, 72, 19, 63]"
19,ISTP-A,Virtuoso,"[46, 45, 74, 17, 67]"
20,ESTP-A,Entrepreneur,"[53, 42, 78, 18, 69]"
