Cycle,Code,Role,Values
1,ISFJ-A,Defender,"[49, 27, 39, 58, 65]"
2,ISFJ-A,Defender,"[47, 27, 39, 56, 69]"
3,ISFJ-A,Defender,"[43, 27, 37, 64, 71]"
4,ISFJ-A,Defender,"[42, 28, 40, 54, 71]"
5,ESFJ-A,Consul,"[53, 28, 39, 61, 67]"
6,ISFJ-A,Defender,"[49, 34, 42, 61, 65]"
7,ISFJ-A,Defender,"[49, 31, 49, 53, 69]"
8,ISFJ-A,Defender,"[39, 31, 36, 60, 61]"
9,ISFJ-A,Defender,"[33, 28, 43, 58, 60]"
10,ESFJ-A,Consul,"[51, 31, 33, 56, 64]"
11,ISFJ-A,Defender,"[49, 25, 43, 57, 74]"
12,ESFJ-A,Consul,"[53, 31, 39, 57, 65]"
13,ISFJ-A,Defender,"[40, 28, 39, 56, 58]"
14,ISFJ-A,Defender,"[36, 25, 39, 61, 64]"
15,ESFJ-A,Consul,"[54, 29, 33, 65, 65]"
16,ISFJ-A,Defender,"[36, 28, 36, 60, 56]"
17,ISFJ-A,Defender,"[49, 22, 36, 67, 68]"
18,ISFJ-A,Defender,"[39, 36, 37, 60, 67]"
19,ISFJ-A,Defender,"[42, 34, 36, 61, 65]"
20,ISFJ-A,Defender,"[35, 31, 39, 58, 68]"
