Cycle,Code,Role,Values
1,ESTP-A,Entrepreneur,"[57, 42, 75, 46, 83]"
2,ISTP-A,Virtuoso,"[44, 34, 74, 39, 79]"
3,ESTP-A,Entrepreneur,"[54, 38, 76, 44, 78]"
4,ESTJ-A,Executive,"[58, 28, 69, 51, 79]"
5,ESTP-A,Entrepreneur,"[53, 17, 72, 46, 86]"
6,ISTJ-A,Logistician,"[47, 29, 74, 51, 90]"
7,ISTP-A,Virtuoso,"[49, 29, 76, 46, 83]"
8,ISTP-A,Virtuoso,"[44, 34, 74, 42, 83]"
9,ISTJ-A,Logistician,"[47, 36, 65, 56, 82]"
10,ISTJ-A,Logistician,"[47, 38, 72, 56, 81]"
11,ESTP-A,Entrepreneur,"[54, 35, 72, 43, 81]"
12,ESTP-A,Entrepreneur,"[51, 34, 81, 46, 79]"
13,ESTJ-A,Executive,"[51, 31, 75, 51, 82]"
14,ISTP-A,Virtuoso,"[47, 31, 69, 49, 90]"
15,ESTJ-A,Executive,"[63, 25, 78, 56, 88]"
16,ISTP-A,Virtuoso,"[46, 34, 64, 44, 81]"
17,ISTP-A,Virtuoso,"[39, 34, 68, 42, 83]"
18,ESTJ-A,Executive,"[51, 42, 82, 57, 88]"
19,ISTP-A,Virtuoso,"[43, 34, 78, 49, 83]"
20,ISTP-A,Virtuoso,"[47, 28, 75, 46, 90]"
