Cycle,Code,Role,Values
1,ISFP-A,Adventurer,"[39, 35, 37, 35, 60]"
2,ISFP-A,Adventurer,"[25, 36, 37, 32, 64]"
3,ISFP-A,Adventurer,"[28, 32, 32, 35, 67]"
4,ISFP-A,Adventurer,"[36, 48, 35, 39, 58]"
5,ISFP-A,Adventurer,"[31, 43, 33, 35, 58]"
6,ISFP-A,Adventurer,"[31, 43, 36, 40, 65]"
7,ISFP-A,Adventurer,"[33, 38, 39, 31, 69]"
8,ISFP-A,Adventurer,"[21, 38, 39, 36, 57]"
9,ISFP-A,Adventurer,"[33, 39, 39, 39, 61]"
10,ISFP-A,Adventurer,"[35, 38, 43, 35, 57]"
11,ISFP-A,Adventurer,"[32, 43, 35, 42, 63]"
12,ISFP-A,Adventurer,"[42, 28, 36, 36, 68]"
13,ISFP-A,Adventurer,"[29, 47, 36, 37, 67]"
14,ISFP-A,Adventurer,"[36, 42, 39, 39, 68]"
15,ISFP-A,Adventurer,"[43, 34, 37, 33, 58]"
16,ISFP-A,Adventurer,"[25, 45, 36, 37, 64]"
17,ISFP-A,Adventurer,"[32, 43, 40, 37, 63]"
18,ISFP-A,Adventurer,"[42, 39, 31, 40, 71]"
19,ISFP-A,Adventurer,"[43, 35, 35, 31, 67]"
20,ISFP-A,Adventurer,"[29, 43, 36, 33, 74]"
