Cycle,Code,Role,Values
1,ISTJ-A,Logistician,"[15, 22, 72, 68, 83]"
2,ISTJ-A,Logistician,"[18, 13, 67, 64, 78]"
3,ISTJ-A,Logistician,"[18, 17, 74, 64, 75]"
4,ISTJ-A,Logistician,"[19, 22, 65, 60, 71]"
5,ISTJ-A,Logistician,"[24, 22, 71, 71, 76]"
6,ISTJ-A,Logistician,"[19, 20, 69, 60, 76]"
7,ISTJ-A,Logistician,"[21, 20, 64, 71, 76]"
8,ISTJ-A,Logistician,"[21, 11, 75, 72, 75]"
9,ISTJ-A,Logistician,"[24, 27, 65, 68, 69]"
10,ISTJ-A,Logistician,"[19, 16, 69, 67, 78]"
11,ISTJ-A,Logistician,"[26, 18, 64, 65, 82]"
12,ISTJ-A,Logistician,"[15, 14, 72, 72, 76]"
13,ISTJ-A,Logistician,"[21, 14, 72, 68, 75]"
14,ISTJ-A,Logistician,"[17, 17, 64, 69, 69]"
15,ISTJ-A,Logistician,"[25, 24, 75, 68, 78]"
16,ISTJ-A,Logistician,"[19, 13, 75, 71, 75]"
17,ISTJ-A,Logistician,"[26, 21, 75, 71, 74]"
18,ISTJ-A,Logistician,"[19, 24, 67, 61, 67]"
19,ISTJ-A,Logistician,"[17, 24, 65, 63, 75]"
20,ISTJ-A,Logistician,"[22, 17, 69, 71, 71]"
