Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[24, 27, 83, 49, 81]"
2,ISTP-A,Virtuoso,"[19, 21, 85, 49, 78]"
3,ISTJ-A,Logistician,"[22, 22, 85, 53, 78]"
4,ISTJ-A,Logistician,"[21, 21, 85, 54, 72]"
5,ISTJ-A,Logistician,"[24, 25, 85, 61, 74]"
6,ISTJ-A,Logistician,"[19, 20, 83, 57, 79]"
7,ISTJ-A,Logistician,"[21, 24, 85, 54, 78]"
8,ISTJ-A,Logistician,"[28, 21, 83, 51, 79]"
9,ISTJ-A,Logistician,"[22, 25, 82, 61, 74]"
10,ISTJ-A,Logistician,"[24, 22, 85, 51, 81]"
11,ISTJ-A,Logistician,"[19, 25, 78, 58, 76]"
12,ISTJ-A,Logistician,"[19, 22, 82, 56, 76]"
13,ISTJ-A,Logistician,"[19, 25, 88, 60, 76]"
14,ISTJ-A,Logistician,"[24, 28, 86, 65, 79]"
15,ISTP-A,Virtuoso,"[22, 24, 86, 49, 74]"
16,ISTJ-A,Logistician,"[22, 28, 86, 58, 76]"
17,ISTJ-A,Logistician,"[18, 25, 75, 51, 81]"
18,ISTJ-A,Logistician,"[28, 25, 86, 53, 76]"
19,ISTJ-A,Logistician,"[25, 21, 85, 64, 79]"
20,ISTJ-A,Logistician,"[26, 18, 85, 57, 76]"
