Cycle,Code,Role,Values
1,ESFJ-A,Consul,"[64, 22, 39, 68, 61]"
2,ESFJ-A,Consul,"[63, 24, 44, 53, 69]"
3,ISFJ-A,Defender,"[49, 20, 42, 61, 65]"
4,ESFJ-A,Consul,"[53, 14, 43, 60, 65]"
5,ESFP-A,Entertainer,"[56, 21, 40, 49, 58]"
6,ESFJ-A,Consul,"[51, 18, 47, 58, 65]"
7,ESFJ-A,Consul,"[53, 24, 42, 60, 67]"
8,ESFJ-A,Consul,"[67, 35, 46, 64, 69]"
9,ESFJ-A,Consul,"[51, 18, 44, 65, 61]"
10,ESFJ-A,Consul,"[54, 17, 40, 56, 64]"
11,ESFJ-A,Consul,"[56, 18, 44, 64, 64]"
12,ESFJ-A,Consul,"[64, 27, 43, 57, 68]"
13,ESFJ-A,Consul,"[53, 22, 40, 64, 63]"
14,ESFJ-A,Consul,"[51, 20, 39, 65, 58]"
15,ESFJ-A,Consul,"[56, 18, 49, 61, 65]"
16,ESFJ-A,Consul,"[57, 17, 44, 61, 61]"
17,ESFJ-A,Consul,"[56, 25, 42, 58, 69]"
18,ESFJ-A,Consul,"[56, 25, 47, 63, 67]"
19,ESFJ-A,Consul,"[56, 20, 44, 64, 69]"
20,ESFJ-A,Consul,"[54, 16, 43, 60, 68]"
