Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[39, 41, 61, 18, 79]"
2,ISTP-A,Virtuoso,"[40, 42, 58, 24, 79]"
3,ISTP-A,Virtuoso,"[37, 39, 61, 22, 78]"
4,ISTP-A,Virtuoso,"[39, 42, 61, 21, 79]"
5,ISTP-A,Virtuoso,"[42, 39, 64, 21, 76]"
6,ISTP-A,Virtuoso,"[40, 35, 64, 18, 76]"
7,ISTP-A,Virtuoso,"[39, 46, 63, 18, 75]"
8,ISTP-A,Virtuoso,"[37, 43, 61, 19, 81]"
9,ISTP-A,Virtuoso,"[33, 41, 68, 19, 78]"
10,ISTP-A,Virtuoso,"[39, 36, 63, 19, 81]"
11,ISTP-A,Virtuoso,"[40, 45, 64, 19, 78]"
12,ISTP-A,Virtuoso,"[33, 41, 60, 18, 74]"
13,ISTP-A,Virtuoso,"[33, 36, 61, 17, 81]"
14,ISTP-A,Virtuoso,"[39, 42, 57, 19, 75]"
15,ISTP-A,Virtuoso,"[46, 45, 67, 18, 76]"
16,ISTP-A,Virtuoso,"[37, 38, 58, 12, 82]"
17,ISTP-A,Virtuoso,"[40, 38, 58, 17, 79]"
18,ISTP-A,Virtuoso,"[40, 42, 60, 17, 78]"
19,ISTP-A,Virtuoso,"[36, 36, 58, 18, 69]"
20,ISTP-A,Virtuoso,"[40, 38, 60, 18, 78]"
