Cycle,Code,Role,Values
1,ISFP-A,Adventurer,"[19, 41, 33, 15, 61]"
2,ISFP-A,Adventurer,"[19, 39, 32, 17, 63]"
3,ISFP-A,Adventurer,"[19, 45, 28, 17, 65]"
4,ISFP-A,Adventurer,"[21, 35, 26, 15, 63]"
5,ISFP-A,Adventurer,"[18, 43, 33, 17, 68]"
6,ISFP-A,Adventurer,"[15, 43, 31, 15, 67]"
7,ISFP-A,Adventurer,"[21, 47, 33, 11, 65]"
8,ISFP-A,Adventurer,"[17, 39, 26, 17, 60]"
9,ISFP-A,Adventurer,"[21, 43, 33, 19, 61]"
10,ISFP-A,Adventurer,"[18, 46, 35, 12, 68]"
11,ISFP-A,Adventurer,"[18, 45, 26, 15, 65]"
12,ISFP-A,Adventurer,"[17, 43, 32, 12, 64]"
13,ISFP-A,Adventurer,"[15, 41, 32, 15, 58]"
14,ISFP-A,Adventurer,"[18, 39, 29, 17, 63]"
15,ISFP-A,Adventurer,"[15, 41, 37, 11, 67]"
16,ISFP-A,Adventurer,"[14, 38, 32, 15, 58]"
17,ISFP-A,Adventurer,"[17, 41, 32, 11, 63]"
18,ISFP-A,Adventurer,"[19, 42, 39, 12, 72]"
19,ISFP-A,Adventurer,"[18, 42, 32, 14, 65]"
20,ISFP-A,Adventurer,"[17, 41, 31, 21, 60]"
