Cycle,Code,Role,Values
1,ISTJ-A,Logistician,"[7, 20, 82, 71, 71]"
2,ISTJ-A,Logistician,"[10, 21, 85, 74, 74]"
3,ISTJ-A,Logistician,"[12, 18, 83, 69, 69]"
4,ISTJ-A,Logistician,"[15, 14, 83, 69, 74]"
5,ISTJ-A,Logistician,"[11, 16, 82, 69, 72]"
6,ISTJ-A,Logistician,"[10, 17, 81, 71, 76]"
7,ISTJ-A,Logistician,"[15, 21, 82, 67, 74]"
8,ISTJ-A,Logistician,"[15, 18, 81, 74, 72]"
9,ISTJ-A,Logistician,"[12, 18, 79, 71, 78]"
10,ISTJ-A,Logistician,"[11, 20, 79, 74, 74]"
11,ISTJ-A,Logistician,"[7, 16, 81, 64, 82]"
12,ISTJ-A,Logistician,"[12, 17, 81, 69, 75]"
13,ISTJ-A,Logistician,"[10, 17, 81, 72, 76]"
14,ISTJ-A,Logistician,"[12, 17, 83, 69, 75]"
15,ISTJ-A,Logistician,"[14, 24, 82, 71, 72]"
16,ISTJ-A,Logistician,"[11, 17, 85, 74, 74]"
17,ISTJ-A,Logistician,"[11, 21, 78, 64, 76]"
18,ISTJ-A,Logistician,"[17, 20, 81, 72, 81]"
19,ISTJ-A,Logistician,"[15, 13, 81, 69, 78]"
20,ISTJ-A,Logistician,"[11, 17, 82, 61, 72]"
