Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISFP-A,Adventurer,"[49, 43, 33, 31, 63]"
2,ESFP-A,Entertainer,"[51, 32, 36, 33, 65]"
3,ISFP-A,Adventurer,"[39, 39, 39, 33, 63]"
4,ISFP-A,Adventurer,"[44, 39, 35, 32, 64]"
5,ISFP-A,Adventurer,"[46, 41, 36, 29, 67]"
6,ISFP-A,Adventurer,"[49, 31, 35, 28, 69]"
7,ESFP-A,Entertainer,"[51, 31, 44, 29, 65]"
8,ISFP-A,Adventurer,"[44, 39, 39, 31, 64]"
9,ISFP-A,Adventurer,"[43, 29, 43, 35, 69]"
10,ISFP-A,Adventurer,"[42, 34, 33, 26, 67]"
11,ISFP-A,Adventurer,"[49, 36, 32, 29, 65]"
12,ISFP-A,Adventurer,"[44, 39, 35, 28, 74]"
13,ISFP-A,Adventurer,"[40, 46, 37, 29, 69]"
14,ISFP-A,Adventurer,"[46, 45, 32, 31, 65]"
15,ISFP-A,Adventurer,"[46, 42, 32, 31, 71]"
16,ISFP-A,Adventurer,"[43, 38, 39, 31, 69]"
17,ISFP-A,Adventurer,"[44, 35, 39, 29, 67]"
18,ISFP-A,Adventurer,"[49, 42, 37, 25, 63]"
19,ISFP-A,Adventurer,"[37, 41, 32, 26, 69]"
20,ISFP-A,Adventurer,"[47, 41, 35, 32, 71]"
