Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISTJ-A,Logistician,"[22, 20, 71, 71, 76]"
2,ISTJ-A,Logistician,"[22, 22, 68, 68, 81]"
3,ISTJ-A,Logistician,"[24, 21, 72, 72, 81]"
4,ISTJ-A,Logistician,"[17, 25, 72, 68, 78]"
5,ISTJ-A,Logistician,"[15, 25, 69, 67, 85]"
6,ISTJ-A,Logistician,"[24, 21, 75, 68, 82]"
7,ISTJ-A,Logistician,"[25, 27, 72, 68, 85]"
8,ISTJ-A,Logistician,"[21, 16, 68, 67, 81]"
9,ISTJ-A,Logistician,"[25, 21, 71, 68, 85]"
10,ISTJ-A,Logistician,"[19, 17, 71, 69, 85]"
11,ISTJ-A,Logistician,"[22, 24, 71, 74, 85]"
12,ISTJ-A,Logistician,"[21, 25, 72, 71, 75]"
13,ISTJ-A,Logistician,"[26, 22, 69, 64, 76]"
14,ISTJ-A,Logistician,"[26, 22, 72, 65, 75]"
15,ISTJ-A,Logistician,"[22, 20, 68, 74, 78]"
16,ISTJ-A,Logistician,"[21, 21, 72, 69, 79]"
17,ISTJ-A,Logistician,"[24, 24, 72, 71, 81]"
18,ISTJ-A,Logistician,"[22, 24, 71, 64, 79]"
19,ISTJ-A,Logistician,"[22, 24, 68, 65, 88]"
20,ISTJ-A,Logistician,"[22, 21, 68, 72, 78]"
