Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[15, 35, 83, 17, 64]"
2,ISTP-A,Virtuoso,"[14, 43, 83, 24, 68]"
3,ISTP-A,Virtuoso,"[14, 43, 88, 19, 68]"
4,ISTP-A,Virtuoso,"[15, 42, 86, 22, 68]"
5,ISTP-A,Virtuoso,"[14, 39, 82, 22, 71]"
6,ISTP-A,Virtuoso,"[17, 34, 85, 17, 69]"
7,ISTP-A,Virtuoso,"[17, 46, 89, 22, 71]"
8,ISTP-A,Virtuoso,"[17, 39, 85, 22, 74]"
9,ISTP-A,Virtuoso,"[17, 32, 88, 22, 67]"
10,ISTP-A,Virtuoso,"[17, 42, 86, 24, 71]"
11,ISTP-A,Virtuoso,"[15, 39, 86, 19, 72]"
12,ISTP-A,Virtuoso,"[15, 36, 85, 25, 68]"
13,ISTP-A,Virtuoso,"[17, 46, 86, 14, 69]"
14,ISTP-A,Virtuoso,"[17, 32, 82, 15, 67]"
15,ISTP-A,Virtuoso,"[15, 38, 83, 18, 72]"
16,ISTP-A,Virtuoso,"[17, 38, 88, 25, 69]"
17,ISTP-A,Virtuoso,"[15, 39, 88, 17, 69]"
18,ISTP-A,Virtuoso,"[15, 41, 86, 18, 67]"
19,ISTP-A,Virtuoso,"[17, 39, 82, 17, 69]"
20,ISTP-A,Virtuoso,"[17, 38, 86, 17, 67]"
