Cycle,Code,Role,Values
1,ESTP-A,Entrepreneur,"[69, 32, 82, 32, 76]"
2,ESTP-A,Entrepreneur,"[69, 31, 76, 33, 82]"
3,ESTP-A,Entrepreneur,"[69, 35, 81, 39, 78]"
4,ESTP-A,Entrepreneur,"[71, 36, 81, 40, 79]"
5,ESTP-A,Entrepreneur,"[65, 36, 78, 39, 79]"
6,ESTP-A,Entrepreneur,"[67, 34, 81, 39, 78]"
7,ESTP-A,Entrepreneur,"[71, 31, 85, 43, 82]"
8,ESTP-A,Entrepreneur,"[68, 39, 81, 36, 81]"
9,ESTP-A,Entrepreneur,"[67, 32, 83, 36, 78]"
10,ESTP-A,Entrepreneur,"[67, 32, 79, 37, 81]"
11,ESTP-A,Entrepreneur,"[71, 35, 78, 35, 74]"
12,ESTP-A,Entrepreneur,"[68, 28, 79, 37, 81]"
13,ESTP-A,Entrepreneur,"[63, 32, 81, 37, 78]"
14,ESTP-A,Entrepreneur,"[71, 34, 81, 43, 76]"
15,ESTP-A,Entrepreneur,"[71, 39, 75, 37, 76]"
16,ESTP-A,Entrepreneur,"[65, 28, 81, 37, 78]"
17,ESTP-A,Entrepreneur,"[65, 28, 75, 37, 85]"
18,ESTP-A,Entrepreneur,"[68, 31, 82, 39, 83]"
19,ESTP-A,Entrepreneur,"[64, 28, 81, 35, 78]"
20,ESTP-A,Entrepreneur,"[68, 35, 81, 37, 78]"
