Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[6, 24, 69, 36, 60]"
2,ISTP-A,Virtuoso,"[3, 29, 65, 39, 58]"
3,ISTP-A,Virtuoso,"[4, 22, 64, 43, 65]"
4,ISTP-A,Virtuoso,"[0, 27, 68, 40, 60]"
5,ISTP-A,Virtuoso,"[3, 31, 65, 39, 61]"
6,ISTP-A,Virtuoso,"[3, 32, 67, 39, 56]"
7,ISTP-A,Virtuoso,"[3, 25, 65, 40, 57]"
8,ISTP-A,Virtuoso,"[6, 27, 65, 42, 67]"
9,ISTP-A,Virtuoso,"[6, 32, 65, 37, 60]"
10,ISTP-A,Virtuoso,"[7, 34, 71, 36, 61]"
11,ISTP-A,Virtuoso,"[0, 31, 68, 35, 63]"
12,ISTP-A,Virtuoso,"[7, 31, 65, 37, 63]"
13,ISTP-A,Virtuoso,"[0, 29, 68, 43, 63]"
14,ISTP-A,Virtuoso,"[7, 32, 67, 44, 56]"
15,ISTP-A,Virtuoso,"[6, 36, 65, 46, 58]"
16,ISTP-A,Virtuoso,"[3, 29, 68, 43, 65]"
17,ISTP-A,Virtuoso,"[7, 25, 68, 49, 57]"
18,ISTP-A,Virtuoso,"[4, 32, 65, 49, 58]"
19,ISTP-A,Virtuoso,"[0, 25, 67, 36, 57]"
20,ISTP-A,Virtuoso,"[3, 32, 71, 40, 58]"
