Cycle,Code,Role,Values
1,ESTJ-A,Executive,"[58, 45, 82, 61, 88]"
2,ISTJ-A,Logistician,"[47, 36, 85, 57, 83]"
3,ISTJ-A,Logistician,"[46, 48, 81, 64, 79]"
4,ESTJ-A,Executive,"[57, 41, 81, 54, 76]"
5,ESTJ-A,Executive,"[56, 36, 74, 60, 82]"
6,ESTJ-A,Executive,"[56, 38, 82, 53, 79]"
7,ISTJ-A,Logistician,"[49, 45, 82, 58, 75]"
8,ENTJ-A,Commander,"[56, 53, 81, 57, 81]"
9,ENTJ-A,Commander,"[56, 52, 78, 56, 79]"
10,ISTP-A,Virtuoso,"[47, 47, 83, 49, 72]"
11,ENTJ-A,Commander,"[64, 51, 81, 58, 81]"
12,ESTJ-A,Executive,"[51, 45, 79, 60, 78]"
13,ENTJ-A,Commander,"[57, 57, 81, 53, 75]"
14,ESTJ-A,Executive,"[63, 47, 78, 64, 75]"
15,ESTP-A,Entrepreneur,"[57, 47, 76, 49, 83]"
16,ESTJ-A,Executive,"[54, 47, 81, 60, 83]"
17,ESTJ-A,Executive,"[56, 43, 82, 58, 78]"
18,ENTJ-A,Commander,"[58, 51, 85, 54, 78]"
19,ESTJ-A,Executive,"[61, 47, 79, 54, 79]"
20,ENTJ-A,Commander,"[53, 51, 82, 61, 82]"
