Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISTJ-A,Logistician,"[32, 16, 67, 61, 78]"
2,ISTJ-A,Logistician,"[32, 27, 67, 57, 81]"
3,ISTJ-A,Logistician,"[26, 21, 63, 60, 76]"
4,ISTJ-A,Logistician,"[35, 21, 67, 54, 75]"
5,ISTJ-A,Logistician,"[35, 24, 65, 58, 74]"
6,ISTJ-A,Logistician,"[36, 22, 63, 60, 72]"
7,ISTJ-A,Logistician,"[32, 18, 69, 57, 76]"
8,ISTJ-A,Logistician,"[29, 24, 67, 58, 75]"
9,ISTJ-A,Logistician,"[36, 18, 58, 61, 79]"
10,ISTJ-A,Logistician,"[33, 20, 61, 53, 76]"
11,ISTJ-A,Logistician,"[33, 27, 64, 60, 75]"
12,ISTJ-A,Logistician,"[32, 22, 65, 56, 74]"
13,ISTJ-A,Logistician,"[28, 22, 74, 58, 74]"
14,ISTJ-A,Logistician,"[33, 17, 67, 58, 76]"
15,ISTJ-A,Logistician,"[33, 17, 60, 60, 75]"
16,ISTJ-A,Logistician,"[35, 17, 67, 58, 71]"
17,ISTJ-A,Logistician,"[29, 16, 69, 51, 71]"
18,ISTJ-A,Logistician,"[33, 17, 63, 58, 78]"
19,ISTJ-A,Logistician,"[37, 20, 69, 56, 81]"
20,ISTJ-A,Logistician,"[26, 21, 63, 57, 75]"
