Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[24, 29, 75, 25, 58]"
2,ISTP-A,Virtuoso,"[22, 28, 85, 33, 69]"
3,ISTP-A,Virtuoso,"[31, 28, 75, 33, 69]"
4,ISTP-A,Virtuoso,"[19, 22, 85, 28, 67]"
5,ISTP-A,Virtuoso,"[31, 29, 76, 22, 72]"
6,ISTP-A,Virtuoso,"[25, 28, 82, 25, 69]"
7,ISTP-A,Virtuoso,"[12, 28, 76, 25, 75]"
8,ISTP-A,Virtuoso,"[25, 28, 78, 28, 64]"
9,ISTP-A,Virtuoso,"[21, 28, 76, 29, 69]"
10,ISTP-A,Virtuoso,"[26, 29, 81, 33, 75]"
11,ISTP-A,Virtuoso,"[17, 28, 78, 33, 69]"
12,ISTP-A,Virtuoso,"[17, 28, 78, 25, 67]"
13,ISTP-A,Virtuoso,"[25, 28, 75, 31, 69]"
14,ISTP-A,Virtuoso,"[25, 28, 75, 28, 67]"
15,ISTP-A,Virtuoso,"[24, 28, 78, 33, 72]"
16,ISTP-A,Virtuoso,"[19, 28, 82, 26, 67]"
17,ISTP-A,Virtuoso,"[21, 28, 83, 31, 67]"
18,ISTP-A,Virtuoso,"[25, 28, 75, 22, 67]"
19,ISTP-A,Virtuoso,"[21, 28, 85, 26, 67]"
20,ISTP-A,Virtuoso,"[19, 28, 75, 25, 69]"
