Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[39, 42, 64, 36, 64]"
2,ISTP-A,Virtuoso,"[49, 34, 67, 40, 76]"
3,ISTP-A,Virtuoso,"[44, 34, 67, 37, 75]"
4,ESTP-A,Entrepreneur,"[58, 38, 69, 33, 72]"
5,ISTP-A,Virtuoso,"[44, 39, 61, 40, 81]"
6,ISTP-A,Virtuoso,"[49, 34, 69, 39, 69]"
7,ESTP-A,Entrepreneur,"[58, 39, 72, 42, 72]"
8,ISTP-A,Virtuoso,"[44, 36, 75, 36, 72]"
9,ISTP-A,Virtuoso,"[39, 34, 67, 43, 72]"
10,ISTP-A,Virtuoso,"[44, 36, 64, 35, 69]"
11,ESTP-A,Entrepreneur,"[53, 36, 69, 33, 69]"
12,ESTP-A,Entrepreneur,"[56, 36, 64, 37, 72]"
13,ISTP-A,Virtuoso,"[47, 36, 56, 36, 75]"
14,ESTP-A,Entrepreneur,"[56, 34, 58, 37, 69]"
15,ISTP-A,Virtuoso,"[49, 32, 67, 36, 72]"
16,ISTP-A,Virtuoso,"[47, 36, 67, 32, 72]"
17,ESTP-A,Entrepreneur,"[53, 39, 67, 33, 75]"
18,ESTP-A,Entrepreneur,"[53, 34, 64, 36, 72]"
19,ESTP-A,Entrepreneur,"[64, 36, 72, 35, 72]"
20,ISTP-A,Virtuoso,"[47, 39, 69, 37, 69]"
