Cycle,Code,Role,Values
1,ESTP-A,Entrepreneur,"[53, 34, 67, 42, 72]"
2,ISTP-A,Virtuoso,"[39, 34, 61, 42, 75]"
3,ISTP-A,Virtuoso,"[49, 34, 64, 42, 83]"
4,ESTP-A,Entrepreneur,"[56, 34, 67, 44, 78]"
5,ISTP-A,Virtuoso,"[49, 34, 67, 42, 72]"
6,ISTP-A,Virtuoso,"[44, 34, 53, 46, 78]"
7,ISTP-A,Virtuoso,"[36, 34, 61, 44, 72]"
8,ISTP-A,Virtuoso,"[39, 34, 69, 49, 78]"
9,ISTP-A,Virtuoso,"[49, 28, 61, 43, 75]"
10,ISTP-A,Virtuoso,"[42, 34, 61, 42, 75]"
11,ISTP-A,Virtuoso,"[42, 28, 64, 44, 75]"
12,ESTP-A,Entrepreneur,"[53, 28, 64, 42, 69]"
13,ISTP-A,Virtuoso,"[44, 34, 69, 42, 81]"
14,ISTP-A,Virtuoso,"[42, 34, 64, 42, 75]"
15,ISTP-A,Virtuoso,"[44, 34, 61, 42, 69]"
16,ESTP-A,Entrepreneur,"[53, 28, 67, 44, 75]"
17,ISTP-A,Virtuoso,"[39, 34, 64, 44, 75]"
18,ESTP-A,Entrepreneur,"[56, 28, 67, 42, 75]"
19,ESTP-A,Entrepreneur,"[64, 34, 64, 40, 75]"
20,ISTJ-A,Logistician,"[44, 34, 67, 53, 75]"
