Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[14, 25, 88, 49, 67]"
2,ISTP-A,Virtuoso,"[15, 27, 69, 33, 76]"
3,ISTP-A,Virtuoso,"[0, 22, 86, 37, 67]"
4,ISTP-A,Virtuoso,"[15, 27, 78, 31, 61]"
5,ISTP-A,Virtuoso,"[14, 11, 79, 29, 65]"
6,ISTP-A,Virtuoso,"[6, 13, 85, 35, 71]"
7,ISTP-A,Virtuoso,"[15, 21, 81, 39, 79]"
8,ISTP-A,Virtuoso,"[18, 34, 81, 33, 71]"
9,ISTP-A,Virtuoso,"[8, 31, 76, 39, 53]"
10,ISTP-A,Virtuoso,"[14, 17, 81, 39, 67]"
11,ISTP-A,Virtuoso,"[0, 38, 90, 39, 68]"
12,ISTP-A,Virtuoso,"[15, 17, 83, 42, 64]"
13,ISTP-A,Virtuoso,"[17, 34, 93, 36, 74]"
14,ISTP-A,Virtuoso,"[24, 35, 89, 26, 56]"
15,ISTP-A,Virtuoso,"[0, 31, 86, 31, 68]"
16,ISTP-A,Virtuoso,"[14, 38, 90, 35, 60]"
17,ISTP-A,Virtuoso,"[18, 16, 93, 40, 68]"
18,ISTP-A,Virtuoso,"[14, 31, 79, 36, 85]"
19,ISTP-A,Virtuoso,"[7, 17, 78, 49, 64]"
20,ISTJ-A,Logistician,"[8, 39, 88, 51, 60]"
