Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[19, 34, 75, 39, 64]"
2,ISTP-A,Virtuoso,"[11, 28, 67, 42, 61]"
3,ISTP-A,Virtuoso,"[17, 31, 72, 39, 69]"
4,ISTP-A,Virtuoso,"[19, 28, 83, 36, 61]"
5,ISTP-A,Virtuoso,"[17, 28, 64, 42, 67]"
6,ISTP-A,Virtuoso,"[14, 31, 67, 46, 64]"
7,ISTP-A,Virtuoso,"[19, 34, 83, 42, 58]"
8,ISTP-A,Virtuoso,"[19, 28, 58, 44, 64]"
9,ISTP-A,Virtuoso,"[17, 25, 69, 33, 72]"
10,ISTP-A,Virtuoso,"[19, 31, 67, 37, 58]"
11,ISTP-A,Virtuoso,"[19, 31, 69, 39, 61]"
12,ISTP-A,Virtuoso,"[11, 25, 68, 39, 58]"
13,ISTP-A,Virtuoso,"[19, 31, 75, 36, 61]"
14,ISTP-A,Virtuoso,"[19, 31, 69, 42, 64]"
15,ISTP-A,Virtuoso,"[25, 31, 64, 36, 61]"
16,ISTP-A,Virtuoso,"[19, 31, 61, 44, 64]"
17,ISTP-A,Virtuoso,"[25, 31, 72, 37, 67]"
18,ISTP-A,Virtuoso,"[14, 31, 69, 36, 67]"
19,ISTP-A,Virtuoso,"[28, 28, 72, 44, 64]"
20,ISTP-A,Virtuoso,"[14, 31, 69, 36, 56]"
