Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[47, 18, 69, 26, 72]"
2,ISTP-A,Virtuoso,"[40, 9, 68, 24, 81]"
3,ESTP-A,Entrepreneur,"[58, 25, 81, 25, 75]"
4,ISTP-A,Virtuoso,"[49, 29, 67, 33, 72]"
5,ISTP-A,Virtuoso,"[43, 34, 82, 21, 69]"
6,ESTP-A,Entrepreneur,"[53, 24, 69, 25, 71]"
7,ISTP-A,Virtuoso,"[49, 22, 72, 28, 76]"
8,ESTP-A,Entrepreneur,"[56, 7, 75, 28, 76]"
9,ESTP-A,Entrepreneur,"[53, 25, 74, 25, 78]"
10,ISTP-A,Virtuoso,"[49, 21, 76, 28, 83]"
11,ISTP-A,Virtuoso,"[42, 28, 67, 22, 69]"
12,ISTP-A,Virtuoso,"[46, 27, 75, 31, 74]"
13,ISTP-A,Virtuoso,"[42, 9, 75, 29, 65]"
14,ESTP-A,Entrepreneur,"[61, 22, 67, 25, 75]"
15,ISTP-A,Virtuoso,"[49, 27, 75, 28, 74]"
16,ISTP-A,Virtuoso,"[46, 20, 72, 28, 75]"
17,ESTP-A,Entrepreneur,"[56, 18, 78, 29, 75]"
18,ISTP-A,Virtuoso,"[44, 24, 71, 25, 83]"
19,ESTP-A,Entrepreneur,"[51, 18, 68, 28, 78]"
20,ISTP-A,Virtuoso,"[46, 17, 81, 28, 75]"
