Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[22, 47, 61, 14, 67]"
2,ISTP-A,Virtuoso,"[28, 31, 64, 11, 64]"
3,ISTP-A,Virtuoso,"[22, 39, 75, 17, 61]"
4,ISTP-A,Virtuoso,"[28, 36, 61, 11, 67]"
5,ISTP-A,Virtuoso,"[25, 36, 56, 8, 56]"
6,ISTP-A,Virtuoso,"[25, 47, 61, 22, 72]"
7,ISTP-A,Virtuoso,"[28, 39, 69, 19, 58]"
8,ISTP-A,Virtuoso,"[28, 42, 61, 22, 69]"
9,ISTP-A,Virtuoso,"[22, 42, 64, 36, 67]"
10,ISTP-A,Virtuoso,"[17, 34, 69, 19, 67]"
11,ISTP-A,Virtuoso,"[28, 39, 69, 24, 72]"
12,ISTP-A,Virtuoso,"[22, 45, 69, 31, 61]"
13,ISTP-A,Virtuoso,"[28, 36, 61, 25, 69]"
14,ISTP-A,Virtuoso,"[25, 42, 61, 25, 53]"
15,ISTP-A,Virtuoso,"[28, 34, 64, 19, 61]"
16,ISTP-A,Virtuoso,"[28, 45, 69, 17, 61]"
17,ISTP-A,Virtuoso,"[22, 45, 67, 25, 61]"
18,ISTP-A,Virtuoso,"[19, 45, 64, 11, 61]"
19,ISTP-A,Virtuoso,"[33, 42, 61, 10, 56]"
20,ISTP-A,Virtuoso,"[22, 47, 67, 22, 61]"
